employee_id,age,generation,gender,department,job_level,is_manager,tenure_years,salary_usd,salary_vs_market_pct,work_arrangement,rto_mandate,days_in_office_required,commute_minutes,prefers_remote,flexibility_importance,ai_tools_adoption,weekly_hours,after_hours_work,burnout_score,manager_relationship_score,manager_1on1_per_month,engagement_score,promotions_last_2y,career_growth_score,recent_layoff_round,team_size,attrition_reason,attrition
EMP006280,59,Gen X,Male,Data,Junior,0,0.5,69000,-3.8,onsite,0,5,4,1,3,power,47,0,2.8,4,2,62,0,2,1,16,stayed,0
EMP006281,33,Millennial,Female,Operations,Mid,0,3.7,78000,-5.2,remote,1,2,28,1,3,light,54,0,5.4,1,0,75,0,1,0,11,rto_inflexibility,1
EMP006282,27,Gen Z,Female,Sales,Junior,0,2.8,59000,2.3,remote,0,0,57,0,3,light,40,0,4.8,4,2,82,0,4,0,8,stayed,0
EMP006283,32,Millennial,Male,Customer Support,Mid,0,2.8,74000,-8.6,onsite,0,5,27,1,2,light,49,0,5.4,4,2,64,0,1,0,21,stayed,0
EMP006284,37,Millennial,Male,Customer Support,Lead,1,3.3,169000,8.5,onsite,1,5,95,0,3,regular,38,1,6.0,4,0,59,0,2,0,6,career_growth,1
EMP006285,36,Millennial,Male,HR,Mid,0,11.3,86000,-9.6,hybrid,1,4,4,0,5,regular,39,1,5.7,1,1,69,1,1,0,24,other,1
EMP006286,39,Millennial,Female,Data,Junior,0,3.9,70000,-8.2,hybrid,0,2,7,1,4,power,46,1,2.5,1,1,48,0,2,0,16,stayed,0
EMP006287,28,Millennial,Male,Engineering,Senior,0,6.0,121000,-2.8,onsite,0,4,37,1,1,power,46,0,5.4,5,2,61,0,3,0,13,stayed,0
EMP006288,39,Millennial,Female,Sales,Junior,0,1.2,63000,-15.4,remote,0,1,16,1,1,light,44,0,6.3,5,1,95,0,5,1,12,stayed,0
EMP006289,29,Millennial,Male,Customer Support,Senior,0,5.1,130000,-14.0,hybrid,0,2,38,1,3,regular,47,0,8.2,4,2,49,0,3,0,4,stayed,0
EMP006290,24,Gen Z,Female,Data,Mid,0,6.4,89000,-3.2,remote,0,0,18,0,1,regular,46,1,3.8,5,0,57,0,2,0,7,stayed,0
EMP006291,34,Millennial,Female,Product,Lead,1,4.9,181000,-11.5,remote,1,1,37,1,5,none,37,1,1.0,4,2,69,0,4,1,23,stayed,0
EMP006292,31,Millennial,Male,Sales,Junior,0,2.5,62000,7.7,hybrid,0,3,24,0,3,light,42,1,2.8,4,4,80,0,2,1,5,stayed,0
EMP006293,31,Millennial,Female,Customer Support,Mid,0,7.5,87000,-10.4,hybrid,0,2,18,0,5,regular,41,0,3.1,2,2,58,1,2,0,8,stayed,0
EMP006294,41,Millennial,Male,Engineering,Senior,0,5.2,133000,-9.1,remote,0,1,11,1,2,light,39,1,3.4,5,4,87,0,3,0,15,stayed,0
EMP006295,32,Millennial,Male,Engineering,Junior,0,4.8,65000,-14.0,hybrid,1,4,39,1,1,none,54,1,2.3,2,2,49,0,2,0,19,stayed,0
EMP006296,27,Gen Z,Male,Engineering,Senior,0,2.5,118000,2.2,remote,1,1,47,1,5,regular,45,0,7.4,1,1,74,0,2,1,12,rto_inflexibility,1
EMP006297,32,Millennial,Male,Engineering,Junior,0,3.5,75000,-3.9,hybrid,0,2,11,0,1,regular,39,1,6.9,5,2,80,0,5,1,23,stayed,0
EMP006298,45,Gen X,Male,Engineering,Senior,0,3.0,161000,10.4,hybrid,0,3,7,1,1,regular,58,0,6.6,2,1,60,1,1,0,8,stayed,0
EMP006299,32,Millennial,Female,Data,Lead,1,1.5,161000,11.0,hybrid,1,4,41,1,4,none,59,0,6.8,1,2,49,0,2,0,16,poor_management,1
EMP006300,33,Millennial,Male,Sales,Senior,0,6.5,103000,6.6,hybrid,1,4,19,1,2,none,31,0,3.7,1,2,79,0,5,1,15,stayed,0
EMP006301,24,Gen Z,Female,Customer Support,Senior,0,1.8,132000,-0.3,remote,0,0,46,1,4,light,47,0,5.5,1,0,53,1,5,0,3,stayed,0
EMP006302,52,Gen X,Female,HR,Mid,0,3.1,65000,-4.9,hybrid,0,3,6,1,2,power,43,0,2.9,1,2,46,0,5,0,22,stayed,0
EMP006303,30,Millennial,Female,Product,Manager,1,7.7,193000,5.0,hybrid,1,5,70,1,3,regular,38,0,6.7,3,1,67,0,3,0,5,stayed,0
EMP006304,38,Millennial,Female,Marketing,Lead,1,1.1,178000,-24.9,remote,1,2,63,1,4,light,41,0,1.7,2,1,53,1,4,0,3,rto_inflexibility,1
EMP006305,37,Millennial,Male,Finance,Mid,0,2.5,94000,10.6,remote,0,0,60,1,4,none,45,1,6.1,4,1,63,0,2,0,20,stayed,0
EMP006306,23,Gen Z,Other,Sales,Junior,0,2.4,48000,0.6,onsite,0,4,10,0,4,power,49,0,5.4,3,0,42,1,2,0,12,stayed,0
EMP006307,39,Millennial,Female,Data,Senior,0,5.0,104000,-22.6,onsite,1,5,40,1,5,regular,43,0,5.4,4,4,42,0,4,0,19,relocation,1
EMP006308,25,Gen Z,Female,Engineering,Junior,0,2.4,65000,-5.3,remote,0,1,64,0,4,light,49,1,5.4,4,2,72,0,1,0,11,stayed,0
EMP006309,49,Gen X,Female,Finance,Lead,1,1.2,122000,-21.3,hybrid,0,3,35,1,2,light,36,1,5.3,4,1,76,1,3,0,18,stayed,0
EMP006310,41,Millennial,Female,Customer Support,Mid,0,2.5,90000,-7.6,onsite,0,4,63,1,5,light,51,0,1.0,1,0,44,0,1,0,3,poor_management,1
EMP006311,45,Gen X,Female,Sales,Mid,0,4.7,102000,-0.1,remote,0,1,83,0,5,none,47,0,4.7,4,1,40,0,5,0,4,stayed,0
EMP006312,31,Millennial,Male,Data,Mid,0,2.1,74000,-19.6,hybrid,0,3,26,1,5,regular,45,1,8.2,3,2,79,0,5,0,5,stayed,0
EMP006313,41,Millennial,Male,Engineering,Senior,0,1.2,108000,-7.1,hybrid,0,2,4,0,3,light,34,0,2.3,3,0,47,1,5,0,18,stayed,0
EMP006314,35,Millennial,Female,Customer Support,Lead,1,2.6,198000,2.0,remote,0,1,65,1,1,regular,45,0,6.3,2,1,62,0,5,1,15,stayed,0
EMP006315,43,Millennial,Female,Product,Junior,0,2.6,54000,3.3,hybrid,1,5,14,1,3,none,32,0,4.4,3,2,66,0,2,0,5,career_growth,1
EMP006316,27,Gen Z,Female,Finance,Junior,0,2.3,39000,-4.0,remote,1,3,10,1,1,light,42,0,7.0,3,4,69,0,2,1,14,stayed,0
EMP006317,45,Gen X,Female,Data,Mid,0,1.1,90000,0.8,remote,0,1,41,1,3,power,45,0,4.1,1,1,67,0,1,0,20,stayed,0
EMP006318,51,Gen X,Female,Sales,Junior,0,12.4,65000,-21.2,hybrid,1,4,68,1,1,power,43,0,1.6,5,4,72,0,4,0,12,stayed,0
EMP006319,32,Millennial,Female,Sales,Junior,0,3.7,58000,-4.1,hybrid,0,2,28,0,2,regular,39,0,6.7,1,1,51,0,4,0,19,stayed,0
EMP006320,33,Millennial,Male,Product,Manager,1,3.3,191000,-10.9,remote,1,2,23,0,5,regular,41,0,6.0,2,0,71,1,3,0,3,stayed,0
EMP006321,41,Millennial,Female,Product,Mid,0,2.0,90000,6.7,remote,1,2,43,1,5,light,42,1,2.5,4,4,76,1,2,1,22,stayed,0
EMP006322,27,Gen Z,Other,Data,Director,1,4.3,230000,-6.7,onsite,0,4,42,0,2,regular,45,0,1.7,1,2,74,0,3,0,9,stayed,0
EMP006323,29,Millennial,Male,Data,Mid,0,14.5,93000,16.3,hybrid,0,2,49,1,1,power,41,0,2.3,2,1,75,1,3,0,14,stayed,0
EMP006324,23,Gen Z,Male,HR,Senior,0,0.8,103000,-7.3,hybrid,0,3,13,1,3,regular,46,0,3.5,2,4,59,0,1,1,15,stayed,0
EMP006325,38,Millennial,Female,Data,Mid,0,9.6,101000,-19.4,hybrid,1,3,54,0,2,none,37,1,3.3,4,2,46,2,5,1,5,better_offer_pay,1
EMP006326,45,Gen X,Female,Marketing,Manager,1,1.4,154000,1.4,hybrid,0,3,25,1,1,none,38,0,3.1,5,1,99,0,5,0,9,stayed,0
EMP006327,39,Millennial,Female,Sales,Mid,0,2.0,90000,3.4,hybrid,0,2,48,1,3,light,42,0,1.0,2,1,62,0,3,0,17,stayed,0
EMP006328,53,Gen X,Male,Operations,Mid,0,1.8,95000,30.0,hybrid,1,4,22,1,1,power,43,0,4.2,4,1,75,0,4,0,9,stayed,0
EMP006329,22,Gen Z,Female,Engineering,Senior,0,3.3,107000,-8.6,hybrid,1,4,61,0,3,power,45,0,5.1,2,2,84,0,4,1,14,stayed,0
EMP006330,24,Gen Z,Male,Engineering,Mid,0,2.3,85000,-0.2,hybrid,1,4,57,0,5,regular,42,1,2.9,3,1,43,1,3,0,18,career_growth,1
EMP006331,20,Gen Z,Male,Sales,Director,1,1.1,234000,4.0,hybrid,1,4,23,1,2,light,39,0,8.9,4,1,78,0,2,0,7,stayed,0
EMP006332,20,Gen Z,Male,Product,Lead,1,1.1,152000,-5.5,onsite,0,4,43,1,2,none,59,0,6.7,4,2,89,0,5,0,14,stayed,0
EMP006333,34,Millennial,Male,Marketing,Mid,0,2.9,87000,-8.1,onsite,0,4,73,0,4,power,44,0,7.5,3,0,35,1,5,0,6,stayed,0
EMP006334,34,Millennial,Female,Data,Senior,0,0.7,124000,-0.9,remote,1,2,23,1,4,light,43,1,8.2,4,1,49,1,3,1,7,stayed,0
EMP006335,29,Millennial,Female,Marketing,Lead,1,2.3,130000,14.9,hybrid,0,3,7,1,3,none,48,0,5.1,2,2,72,1,2,0,16,stayed,0
EMP006336,46,Gen X,Male,Product,Mid,0,2.2,86000,-2.9,onsite,0,4,19,1,1,regular,39,1,6.7,1,2,78,1,5,1,16,better_offer_pay,1
EMP006337,20,Gen Z,Female,Engineering,Junior,0,2.1,60000,5.2,hybrid,0,2,42,1,1,regular,41,1,5.5,1,1,32,2,5,0,7,stayed,0
EMP006338,30,Millennial,Female,Engineering,Senior,0,4.2,117000,10.2,onsite,0,5,67,1,2,light,54,0,8.5,4,2,68,1,1,0,12,career_growth,1
EMP006339,46,Gen X,Female,Data,Manager,1,0.5,156000,5.0,hybrid,0,3,25,1,5,light,41,0,4.4,3,1,71,0,1,0,12,stayed,0
EMP006340,36,Millennial,Male,Finance,Senior,0,0.4,145000,-10.5,hybrid,1,4,42,0,4,light,34,0,5.6,3,4,66,1,4,0,8,stayed,0
EMP006341,29,Millennial,Male,HR,Senior,0,6.0,139000,10.5,onsite,1,5,10,1,4,light,36,1,4.4,4,2,71,1,4,0,7,rto_inflexibility,1
EMP006342,51,Gen X,Female,Sales,Junior,0,8.2,62000,-7.4,remote,0,1,49,1,2,none,34,0,5.5,1,2,65,0,4,0,10,stayed,0
EMP006343,20,Gen Z,Other,Operations,Mid,0,1.5,83000,-2.8,onsite,1,5,28,1,1,regular,40,0,5.7,5,0,80,0,1,0,17,career_growth,1
EMP006344,32,Millennial,Male,Engineering,Mid,0,4.0,98000,-5.8,hybrid,1,4,29,1,3,regular,51,0,6.6,5,2,83,0,2,1,11,stayed,0
EMP006345,54,Gen X,Male,Engineering,Director,1,1.4,222000,4.7,hybrid,1,3,7,0,1,regular,40,0,8.6,4,0,63,1,2,1,6,stayed,0
EMP006346,40,Millennial,Female,Marketing,Lead,1,2.2,157000,-4.8,hybrid,0,2,26,1,1,regular,54,0,1.7,5,0,86,0,3,1,22,stayed,0
EMP006347,20,Gen Z,Male,Customer Support,Senior,0,6.6,136000,-2.7,hybrid,0,3,15,1,3,light,46,0,4.9,3,0,88,0,4,1,19,stayed,0
EMP006348,28,Millennial,Female,Marketing,Senior,0,2.3,123000,5.0,hybrid,1,4,38,1,3,regular,47,0,2.8,4,2,50,2,5,0,11,stayed,0
EMP006349,30,Millennial,Female,Operations,Mid,0,1.9,86000,8.6,onsite,0,5,7,1,1,light,46,0,5.5,3,2,68,0,3,0,22,stayed,0
EMP006350,34,Millennial,Female,Marketing,Mid,0,1.0,77000,4.4,hybrid,0,3,42,1,5,regular,43,0,6.5,4,0,67,0,3,1,5,stayed,0
EMP006351,34,Millennial,Female,Engineering,Junior,0,7.1,51000,2.7,hybrid,1,4,24,0,1,light,43,0,3.7,5,0,65,1,2,1,12,stayed,0
EMP006352,31,Millennial,Male,Engineering,Lead,1,0.7,126000,-11.4,remote,0,0,24,1,5,regular,38,0,7.4,4,0,97,2,3,0,8,stayed,0
EMP006353,20,Gen Z,Male,Operations,Junior,0,8.1,56000,-7.1,hybrid,0,2,16,1,2,light,32,1,5.5,1,0,29,0,5,0,3,stayed,0
EMP006354,36,Millennial,Female,Sales,Junior,0,2.9,82000,4.5,onsite,1,5,96,1,5,regular,42,1,5.9,2,2,38,1,1,1,23,rto_inflexibility,1
EMP006355,32,Millennial,Male,Sales,Mid,0,2.1,105000,1.1,hybrid,0,3,56,0,3,light,50,0,5.5,3,4,91,0,3,1,6,stayed,0
EMP006356,56,Gen X,Male,HR,Mid,0,6.8,97000,-23.0,hybrid,0,3,16,1,1,light,50,0,7.4,2,1,71,2,1,0,4,stayed,0
EMP006357,20,Gen Z,Male,Operations,Senior,0,4.5,127000,2.4,remote,0,0,42,1,3,regular,39,0,4.0,5,2,74,0,5,1,21,stayed,0
EMP006358,32,Millennial,Female,Engineering,Mid,0,3.8,82000,0.5,hybrid,1,4,28,1,3,none,35,0,4.6,4,2,64,0,5,0,12,rto_inflexibility,1
EMP006359,39,Millennial,Female,Product,Lead,1,1.2,151000,15.3,remote,1,1,35,1,3,regular,43,1,6.3,1,0,68,0,1,0,17,stayed,0
EMP006360,55,Gen X,Female,Product,Senior,0,2.0,139000,9.6,hybrid,0,2,9,0,1,none,42,0,3.5,2,1,83,1,1,0,20,stayed,0
EMP006361,26,Gen Z,Female,Engineering,Senior,0,0.3,117000,-4.2,hybrid,0,2,30,0,3,regular,51,0,7.4,4,4,88,0,4,0,13,stayed,0
EMP006362,44,Gen X,Female,Data,Manager,1,5.3,198000,-2.9,onsite,0,5,35,1,5,light,44,1,1.0,4,1,91,1,5,1,17,stayed,0
EMP006363,24,Gen Z,Female,Engineering,Senior,0,2.1,138000,2.2,hybrid,1,3,75,1,5,regular,31,1,4.1,4,1,67,0,2,0,10,rto_inflexibility,1
EMP006364,43,Millennial,Female,Sales,Junior,0,0.5,64000,-9.4,hybrid,0,2,20,1,4,power,42,0,6.5,1,0,72,1,2,0,5,poor_management,1
EMP006365,36,Millennial,Female,Operations,Mid,0,3.1,115000,-12.6,onsite,1,5,35,1,4,power,38,0,6.5,5,1,85,2,1,0,11,stayed,0
EMP006366,36,Millennial,Female,Product,Manager,1,5.0,190000,-7.2,remote,0,0,94,0,5,light,48,0,1.6,1,2,58,0,4,1,7,stayed,0
EMP006367,44,Gen X,Male,Sales,Senior,0,3.0,122000,-7.9,remote,0,0,16,1,3,none,47,1,6.1,1,1,70,0,5,0,12,stayed,0
EMP006368,26,Gen Z,Male,Marketing,Senior,0,2.2,144000,-11.5,hybrid,0,3,35,1,4,light,41,0,4.0,4,1,83,2,2,0,12,stayed,0
EMP006369,27,Gen Z,Male,Data,Senior,0,3.5,156000,-14.3,remote,0,0,47,1,2,none,44,1,8.1,2,0,75,1,5,1,5,stayed,0
EMP006370,34,Millennial,Male,Operations,Junior,0,0.7,64000,-18.3,hybrid,1,3,70,1,4,none,33,1,5.2,5,2,87,0,1,0,6,stayed,0
EMP006371,47,Gen X,Female,Operations,Junior,0,0.3,52000,-1.8,onsite,0,5,16,1,2,light,60,0,3.9,5,2,56,0,5,0,7,stayed,0
EMP006372,26,Gen Z,Male,Engineering,Junior,0,1.3,76000,5.3,hybrid,1,4,46,1,5,light,37,0,4.8,2,2,32,0,1,1,23,poor_management,1
EMP006373,36,Millennial,Male,Marketing,Manager,1,1.7,167000,4.0,hybrid,0,3,16,1,1,none,38,0,4.1,2,4,65,0,5,0,23,stayed,0
EMP006374,24,Gen Z,Female,Finance,Lead,1,1.8,177000,3.9,hybrid,1,3,15,0,3,none,45,0,4.8,3,0,87,1,2,0,15,stayed,0
EMP006375,43,Millennial,Male,Data,Junior,0,4.5,64000,-10.0,hybrid,0,3,20,1,1,regular,41,0,5.8,5,0,72,0,1,0,20,stayed,0
EMP006376,48,Gen X,Male,Engineering,Junior,0,3.0,66000,14.4,remote,1,2,29,1,4,none,44,1,3.2,4,1,51,0,4,0,11,stayed,0
EMP006377,35,Millennial,Male,Engineering,Manager,1,2.5,207000,-18.6,remote,0,1,9,1,2,regular,52,0,4.7,4,4,66,0,4,0,3,stayed,0
EMP006378,20,Gen Z,Female,Engineering,Lead,1,7.6,202000,9.3,remote,0,0,14,1,4,none,42,0,5.3,4,1,69,1,2,0,18,stayed,0
EMP006379,35,Millennial,Male,Operations,Senior,0,7.8,140000,3.9,hybrid,1,3,30,1,5,regular,38,0,3.4,3,0,75,0,2,0,8,stayed,0
EMP006380,28,Millennial,Male,HR,Lead,1,1.4,190000,-23.2,hybrid,0,2,20,1,5,light,43,0,1.0,4,4,50,1,5,1,3,stayed,0
EMP006381,40,Millennial,Female,Engineering,Lead,1,11.7,162000,2.7,onsite,1,5,81,1,1,power,30,0,1.3,3,2,56,1,4,0,15,stayed,0
EMP006382,40,Millennial,Female,Marketing,Mid,0,4.5,98000,2.4,hybrid,1,4,25,0,4,regular,48,0,3.1,4,4,84,0,1,1,22,stayed,0
EMP006383,29,Millennial,Male,Sales,Junior,0,4.3,60000,-4.1,hybrid,0,3,28,1,2,power,55,0,6.9,5,0,86,0,1,0,8,stayed,0
EMP006384,35,Millennial,Female,Operations,Mid,0,2.7,91000,2.6,onsite,1,5,45,1,1,none,60,0,3.6,3,2,87,2,2,0,18,stayed,0
EMP006385,60,Boomer,Female,Engineering,Junior,0,4.6,54000,-12.7,hybrid,1,4,146,0,2,light,41,1,3.2,2,1,75,0,3,0,16,stayed,0
EMP006386,36,Millennial,Female,Data,Mid,0,3.3,90000,4.9,hybrid,0,3,10,1,2,light,41,0,1.0,2,0,78,0,4,0,21,stayed,0
EMP006387,54,Gen X,Female,Sales,Mid,0,3.0,92000,-2.7,hybrid,1,3,65,1,5,power,37,0,4.4,5,2,87,0,3,1,22,stayed,0
EMP006388,36,Millennial,Female,Engineering,Mid,0,2.0,111000,-3.3,onsite,1,5,14,1,2,none,35,0,2.2,4,0,71,0,3,0,4,rto_inflexibility,1
EMP006389,21,Gen Z,Male,Data,Senior,0,3.3,116000,-1.6,hybrid,1,4,42,0,4,none,37,0,5.3,1,2,74,0,4,0,23,stayed,0
EMP006390,51,Gen X,Other,Engineering,Junior,0,6.2,74000,-10.5,onsite,1,5,45,0,2,light,44,0,1.2,1,0,65,1,3,0,10,stayed,0
EMP006391,23,Gen Z,Male,HR,Senior,0,6.4,138000,12.6,hybrid,1,4,7,1,3,regular,44,1,5.1,5,1,62,1,4,0,12,stayed,0
EMP006392,30,Millennial,Male,Operations,Senior,0,1.3,145000,-8.5,onsite,1,5,45,1,5,light,46,1,5.3,1,2,56,1,3,0,21,rto_inflexibility,1
EMP006393,24,Gen Z,Female,Customer Support,Senior,0,7.0,110000,-7.4,onsite,0,5,40,1,4,regular,35,0,7.8,2,1,46,0,1,0,3,stayed,0
EMP006394,25,Gen Z,Male,Finance,Lead,1,2.8,161000,-5.0,hybrid,1,3,40,1,3,light,37,0,5.9,1,1,76,1,1,0,8,rto_inflexibility,1
EMP006395,28,Millennial,Male,HR,Mid,0,2.8,95000,-13.8,hybrid,1,4,17,0,4,none,53,0,8.1,1,4,44,0,1,0,23,poor_management,1
EMP006396,35,Millennial,Male,Marketing,Manager,1,4.3,186000,-10.2,hybrid,1,5,26,1,2,regular,30,1,4.5,3,2,61,0,4,0,12,stayed,0
EMP006397,41,Millennial,Male,Sales,Junior,0,2.1,61000,-11.9,remote,0,1,107,1,2,light,46,0,1.3,2,4,82,0,3,0,10,stayed,0
EMP006398,37,Millennial,Male,Data,Mid,0,0.7,92000,-11.1,remote,1,1,17,0,1,regular,53,0,4.2,4,0,56,1,3,0,9,stayed,0
EMP006399,42,Millennial,Male,Finance,Lead,1,3.9,166000,13.8,hybrid,0,3,10,0,5,none,50,1,7.5,3,1,71,0,3,1,13,stayed,0
EMP006400,30,Millennial,Female,Engineering,Lead,1,1.7,127000,-11.3,remote,0,1,39,1,2,power,44,1,7.5,5,2,73,1,1,0,24,stayed,0
EMP006401,41,Millennial,Male,Customer Support,Junior,0,2.5,70000,-6.5,hybrid,0,3,18,1,4,regular,30,1,2.4,1,0,27,1,5,1,23,stayed,0
EMP006402,45,Gen X,Male,Customer Support,Junior,0,0.4,63000,0.5,remote,1,2,25,1,4,light,39,0,3.8,2,2,74,0,3,0,15,stayed,0
EMP006403,26,Gen Z,Female,Marketing,Senior,0,3.5,115000,1.9,remote,0,1,17,1,1,regular,51,1,6.3,1,0,24,1,4,1,6,stayed,0
EMP006404,31,Millennial,Female,Operations,Senior,0,8.1,103000,-5.8,hybrid,1,4,18,0,3,regular,36,0,8.4,3,0,84,1,3,0,20,stayed,0
EMP006405,43,Millennial,Female,Sales,Mid,0,1.1,101000,9.8,remote,1,2,10,1,4,light,45,0,6.8,3,1,100,0,2,1,7,stayed,0
EMP006406,20,Gen Z,Female,Customer Support,Junior,0,13.7,61000,5.0,onsite,1,5,35,1,5,power,51,0,4.6,3,2,77,0,2,1,16,stayed,0
EMP006407,34,Millennial,Male,Data,Lead,1,4.3,135000,-7.7,hybrid,1,3,47,0,3,power,42,0,5.0,5,2,93,1,2,1,12,stayed,0
EMP006408,26,Gen Z,Female,Product,Manager,1,1.8,221000,1.1,remote,0,1,19,1,1,regular,36,1,5.8,4,0,76,1,2,0,12,stayed,0
EMP006409,27,Gen Z,Female,Finance,Mid,0,4.9,101000,-5.6,onsite,1,5,13,0,1,regular,42,0,4.3,4,1,87,1,1,0,13,stayed,0
EMP006410,39,Millennial,Female,Sales,Mid,0,4.8,103000,6.8,hybrid,0,3,17,1,5,power,53,0,4.5,4,1,37,1,3,0,24,stayed,0
EMP006411,47,Gen X,Female,Data,Senior,0,1.9,151000,-26.5,hybrid,0,3,15,1,1,regular,44,0,3.7,5,1,90,0,4,1,13,stayed,0
EMP006412,45,Gen X,Male,Sales,Mid,0,1.5,71000,7.6,remote,0,0,49,1,3,regular,52,0,3.6,1,2,73,1,5,0,6,stayed,0
EMP006413,26,Gen Z,Female,Data,Senior,0,4.9,128000,1.5,remote,1,2,56,1,4,none,30,1,1.0,3,1,43,1,5,0,10,stayed,0
EMP006414,47,Gen X,Female,Customer Support,Lead,1,3.6,164000,-6.0,hybrid,1,4,37,1,4,none,51,0,1.5,4,0,59,0,1,0,14,stayed,0
EMP006415,20,Gen Z,Female,Engineering,Junior,0,6.3,63000,0.9,hybrid,1,4,23,1,1,none,42,0,1.0,2,1,63,0,5,1,17,stayed,0
EMP006416,39,Millennial,Male,Finance,Senior,0,6.8,118000,11.0,hybrid,0,2,15,1,1,regular,36,0,4.0,4,1,55,1,3,0,15,stayed,0
EMP006417,43,Millennial,Male,Engineering,Mid,0,3.9,84000,5.1,remote,0,1,25,1,2,power,37,0,4.0,1,1,80,0,1,1,9,stayed,0
EMP006418,29,Millennial,Male,Engineering,Junior,0,3.1,70000,-14.9,hybrid,1,5,26,1,1,light,44,0,6.5,2,1,87,1,2,1,18,stayed,0
EMP006419,41,Millennial,Male,Engineering,Senior,0,1.8,108000,-5.7,onsite,1,5,55,1,5,light,41,1,1.9,3,0,54,0,4,0,8,better_offer_pay,1
EMP006420,42,Millennial,Other,Sales,Junior,0,1.3,56000,-7.7,remote,1,1,55,1,4,light,41,1,7.6,4,1,82,0,4,0,23,rto_inflexibility,1
EMP006421,30,Millennial,Male,HR,Senior,0,1.2,117000,11.2,onsite,0,4,28,1,4,light,36,0,1.0,1,4,33,0,4,0,11,stayed,0
EMP006422,42,Millennial,Male,Sales,Senior,0,9.0,114000,-5.6,hybrid,1,4,69,1,4,regular,43,0,5.2,2,0,62,0,2,0,20,stayed,0
EMP006423,34,Millennial,Male,Product,Manager,1,3.1,141000,10.0,hybrid,1,4,39,0,5,power,41,0,3.6,1,1,32,0,5,0,20,stayed,0
EMP006424,31,Millennial,Female,Customer Support,Lead,1,1.9,166000,6.2,remote,1,2,41,1,3,regular,35,1,4.6,4,1,91,1,3,1,3,stayed,0
EMP006425,49,Gen X,Male,Operations,Senior,0,0.9,169000,16.8,remote,1,2,102,1,4,light,32,0,7.3,1,1,65,1,5,0,9,stayed,0
EMP006426,36,Millennial,Male,Sales,Mid,0,4.5,97000,2.7,hybrid,1,5,18,1,4,light,40,1,2.2,3,2,46,0,4,0,6,stayed,0
EMP006427,36,Millennial,Male,Engineering,Junior,0,1.3,68000,3.0,hybrid,1,4,74,1,2,light,36,0,2.2,4,4,76,1,3,0,18,stayed,0
EMP006428,31,Millennial,Male,Sales,Lead,1,4.1,146000,-2.1,hybrid,1,4,7,0,2,light,47,1,4.7,1,1,75,0,1,1,12,career_growth,1
EMP006429,39,Millennial,Male,Engineering,Junior,0,2.0,73000,11.0,remote,1,2,14,1,5,light,52,0,4.7,5,1,74,0,3,1,24,stayed,0
EMP006430,39,Millennial,Male,Engineering,Senior,0,1.8,142000,-11.2,hybrid,0,3,40,1,4,power,44,0,3.5,4,2,67,0,2,0,12,stayed,0
EMP006431,23,Gen Z,Female,Engineering,Lead,1,10.0,167000,-9.1,onsite,0,5,34,0,4,regular,45,0,3.0,2,1,82,1,4,0,4,stayed,0
EMP006432,44,Gen X,Female,Sales,Manager,1,4.6,227000,5.0,hybrid,1,4,47,0,1,light,51,0,4.3,4,0,58,0,3,0,6,stayed,0
EMP006433,52,Gen X,Male,Product,Manager,1,1.1,176000,7.9,hybrid,1,4,102,0,3,regular,40,0,4.2,5,2,64,1,5,0,6,stayed,0
EMP006434,50,Gen X,Female,Finance,Manager,1,7.6,170000,-32.2,onsite,0,4,27,0,3,light,44,0,2.2,4,1,89,0,2,1,12,stayed,0
EMP006435,37,Millennial,Male,Customer Support,Senior,0,8.9,124000,-14.0,hybrid,0,2,89,1,4,power,44,1,9.1,3,2,36,1,1,0,4,stayed,0
EMP006436,39,Millennial,Female,Sales,Mid,0,2.5,90000,7.1,remote,0,1,42,1,3,light,31,0,4.1,5,4,79,0,5,0,8,stayed,0
EMP006437,36,Millennial,Female,Sales,Lead,1,2.3,117000,9.9,remote,0,1,42,1,5,regular,45,0,3.4,2,0,78,0,4,0,23,stayed,0
EMP006438,37,Millennial,Female,Marketing,Mid,0,0.8,99000,8.1,hybrid,1,4,38,1,3,light,43,1,4.6,1,4,42,0,1,0,14,stayed,0
EMP006439,36,Millennial,Female,Sales,Junior,0,4.1,59000,-7.1,remote,0,0,21,1,3,power,46,1,5.4,4,2,65,0,1,0,23,stayed,0
EMP006440,50,Gen X,Female,Product,Junior,0,7.3,63000,5.3,onsite,0,5,10,1,1,light,34,0,1.8,5,2,79,1,5,0,6,stayed,0
EMP006441,39,Millennial,Other,Data,Mid,0,6.9,86000,-7.1,onsite,0,5,10,0,5,none,51,0,7.6,4,1,69,0,2,0,6,stayed,0
EMP006442,41,Millennial,Male,Operations,Mid,0,6.7,94000,-1.5,onsite,1,5,3,1,3,regular,47,0,6.1,4,0,89,0,3,1,8,stayed,0
EMP006443,45,Gen X,Male,Sales,Junior,0,1.4,60000,2.7,onsite,1,5,27,1,5,regular,40,0,4.3,1,4,59,0,5,0,14,rto_inflexibility,1
EMP006444,24,Gen Z,Male,Product,Junior,0,3.3,63000,-9.0,remote,1,3,46,0,3,regular,40,1,3.5,1,1,41,1,1,0,21,stayed,0
EMP006445,51,Gen X,Other,Operations,Mid,0,4.3,113000,-13.5,remote,1,1,11,0,5,power,39,1,3.6,3,1,69,0,5,0,20,stayed,0
