likes,shares,comments,views,watch_time_sec,caption_length,hashtags,posting_hour,creator_followers,popularity_score
75911,9368,11170,258929,69.22,191,18,12,6304106,100.0
9309,2901,489,31475,37.74,94,16,22,5686524,100.0
20537,6455,3232,618997,5.49,177,18,17,4871880,21.53
5170,1101,629,188583,58.0,27,5,19,9015602,19.62
37899,416,577,193051,93.87,130,0,1,5060855,53.05
205,83,25,8831,51.44,113,11,9,1667004,21.31
64833,9200,364,396580,97.74,109,2,23,6211326,66.36
54628,10034,6201,387526,10.93,131,2,20,8843802,67.18
22250,6674,3839,363395,6.83,151,1,13,8678117,39.22
214693,89359,38912,835559,23.46,87,20,5,8073939,100.0
111538,54573,14752,429582,94.54,116,10,6,1350098,100.0
183488,2297,17805,657331,67.47,51,20,0,5577462,86.38
28219,9550,2518,747706,117.43,12,10,6,2432703,34.59
106066,23796,6868,498986,47.7,200,5,14,9790604,100.0
53250,10237,548,795266,118.49,183,0,13,3771296,38.63
57030,25072,1006,888166,43.79,58,17,0,521816,46.3
53644,22253,7124,215323,46.87,133,17,5,155964,100.0
105541,38382,1187,506542,29.7,166,18,15,7641979,100.0
98083,9188,9438,444212,90.48,42,12,1,3208933,89.83
207782,75752,1915,797138,98.03,119,7,16,4570308,100.0
16676,1860,554,179840,90.26,196,7,10,1117733,40.22
123346,8215,21168,758964,38.83,34,7,3,6409613,68.13
37635,17201,1504,214349,115.0,19,20,0,8384301,100.0
43007,18298,4551,255859,107.21,138,8,21,8631253,100.0
92637,37929,16577,656397,63.39,121,11,16,8151723,100.0
72928,29414,8825,640435,11.14,6,15,21,2954278,80.15
12825,4782,646,778027,12.23,96,20,6,7557057,11.29
86539,14736,15687,604875,50.65,110,19,2,385274,77.49
60381,26300,11702,278354,50.48,73,20,19,9546161,100.0
41752,17844,3896,710037,74.03,49,18,17,5454153,48.41
9152,2623,892,154197,34.56,77,18,19,3339903,36.68
44203,17972,4337,447876,50.68,134,15,8,1379507,72.2
74316,2460,9065,285312,31.08,136,18,21,2030590,87.65
157408,31221,15861,973607,115.97,24,2,10,4208993,88.22
178230,42687,27993,618005,64.39,99,11,18,2745352,100.0
129545,55754,10220,771562,101.9,193,8,17,5651535,100.0
27010,9234,2939,147867,4.36,82,7,2,7001667,100.0
42501,5278,3172,157703,100.88,129,16,1,2587906,100.0
123978,36155,20272,535609,90.67,127,4,6,4407217,100.0
65885,6990,7387,344624,65.89,60,0,14,1742480,81.18
83877,39714,10582,320348,35.93,20,4,14,407288,100.0
6826,551,413,240787,34.93,14,0,11,1154451,12.74
755,258,29,7791,35.08,148,2,14,1925524,58.79
129681,15511,24021,445498,98.05,199,5,23,1280192,100.0
59553,7490,2878,407050,76.65,170,14,20,3471201,60.63
25833,661,1779,574604,99.78,123,3,17,9637677,22.44
245479,83461,19263,890195,9.07,64,12,13,6073657,100.0
62735,25196,2379,338372,75.07,95,15,17,1450943,100.0
3533,1000,206,114280,95.22,109,5,13,7675619,25.81
1158,178,152,4232,2.85,176,4,19,1668850,100.0
146744,50281,25966,705050,22.5,84,0,0,7506124,100.0
63971,19839,7867,235464,69.79,73,16,19,8220681,100.0
172592,47252,14197,650427,99.09,109,14,8,9065690,100.0
75317,27451,13144,394607,75.05,26,10,22,894267,100.0
64234,28524,5283,829885,87.75,174,9,19,7087317,63.4
229176,52673,10447,849808,74.63,183,19,11,7536547,100.0
98239,3111,12643,491307,12.77,51,15,20,2875456,66.9
37554,1561,267,204105,85.05,95,11,17,4714765,53.93
44295,12287,434,209209,43.31,162,3,22,4251589,100.0
134474,12765,11527,648387,55.83,11,10,3,1775918,80.08
5215,1918,612,100290,92.58,180,0,1,6019748,43.36
156593,13236,2507,576029,115.52,96,5,10,7338376,92.16
99525,43458,6372,728613,5.72,14,19,15,7424691,94.09
101679,8107,15261,842210,112.17,49,15,19,3363907,58.58
40370,17842,5292,215950,96.55,98,7,12,7538685,100.0
60888,27995,3108,489741,4.87,111,3,21,544278,87.27
177975,78218,18414,936958,62.01,128,11,17,7181245,100.0
213352,15257,37916,817739,62.35,11,1,1,2490138,100.0
50197,18246,576,179148,16.87,73,10,14,8241981,100.0
146372,67401,7680,965863,92.22,49,3,2,6425276,100.0
79301,21925,14460,471821,13.62,131,19,4,8110316,100.0
45714,6284,2836,637077,30.91,84,7,8,6256255,30.64
10445,258,1199,981163,49.38,189,17,18,1167495,8.25
54299,14283,486,794136,96.79,119,17,20,9951033,41.8
28806,9935,2540,162137,84.66,37,1,21,3473626,100.0
64496,17051,11705,448916,89.66,6,3,6,5711384,95.24
8419,687,1391,342835,106.36,17,8,10,3077181,20.59
254058,51598,36731,970034,71.29,54,6,22,4758878,100.0
10629,4626,1242,68111,15.53,193,19,0,223855,100.0
51525,3818,3280,185489,34.93,185,13,16,6355808,92.89
106109,31430,16112,437052,19.93,133,20,10,6025957,100.0
226336,30589,33147,978614,53.08,140,18,9,2536467,100.0
62017,7004,481,354360,109.75,166,1,17,2954030,66.76
206359,32045,8718,718350,82.19,153,2,15,4241240,100.0
88539,30171,13926,568421,74.78,83,15,8,3027799,100.0
67606,26142,12600,440943,52.22,146,12,23,8178311,100.0
12518,2965,2358,257890,38.83,43,7,21,9530772,31.95
81649,6772,12000,410989,76.11,122,20,21,8984273,85.72
64383,13701,362,299080,44.64,186,13,13,9963839,94.24
198917,50091,22962,751979,115.38,65,17,18,2633839,100.0
36298,3558,6375,169902,10.85,69,17,11,9333657,92.9
71284,3291,7325,359703,38.28,79,8,23,666805,67.88
4585,1740,470,452558,17.79,195,1,7,3112994,8.43
208118,69549,11328,983733,25.08,13,16,8,6352367,100.0
17333,1053,1205,275153,39.16,73,11,5,731620,23.63
90149,9572,13230,469946,15.86,38,7,1,7721125,81.43
35576,8322,494,406758,106.44,125,5,7,1754784,49.51
232627,92772,42916,800827,82.44,166,18,22,5196288,100.0
36510,18102,3728,646879,82.15,131,20,7,922635,51.81
1347,400,237,6173,67.21,152,3,19,1238545,100.0
121807,42797,20279,456988,42.02,50,17,20,7096691,100.0
93283,6136,12349,332255,91.93,139,13,18,796969,100.0
7341,229,1457,91403,67.27,172,15,6,9158335,37.25
151580,11120,7411,505556,73.02,177,1,20,9014419,100.0
82567,34728,6897,511099,16.71,198,10,10,8716399,100.0
2116,682,241,46827,36.86,67,4,14,379786,31.15
112117,16448,21941,397441,52.61,173,18,8,4119617,100.0
9048,2745,1377,898298,70.37,9,6,1,2657848,13.26
60664,29820,10366,296071,109.32,36,9,11,239866,100.0
144747,20525,26198,682569,43.43,10,2,14,7947215,100.0
48482,11112,1545,313837,63.5,43,7,4,7248327,76.35
193563,60574,15714,647584,30.67,59,12,17,3222452,100.0
97868,42351,7192,910353,43.44,142,3,0,5316853,78.29
55162,8664,6798,319522,112.13,128,8,3,8854727,88.81
24740,6513,370,85167,74.68,142,0,14,7113470,100.0
2014,647,378,86019,115.25,68,11,7,5069427,27.02
120261,21368,4558,841383,10.05,69,10,13,5039070,59.05
131942,36829,24045,454444,16.09,120,4,8,9256447,100.0
110858,26536,14699,722747,36.61,57,14,5,3642097,86.31
41818,4256,6642,603307,58.49,163,16,17,5676710,35.02
46165,17986,728,460595,91.22,105,15,20,1764154,69.4
173345,21574,1350,664502,104.66,33,0,0,4842954,96.63
74613,32084,9296,633090,118.49,89,7,3,3285535,97.11
21396,4374,2536,78614,117.01,139,0,12,2881144,100.0
7923,3300,1375,326797,74.72,19,2,5,7761153,25.57
33880,7685,2462,622049,21.8,143,16,22,4241235,28.4
178214,14163,15027,738830,15.99,66,14,1,4588515,84.26
194346,74337,30520,699371,63.66,89,9,1,6157639,100.0
122393,38459,18799,527358,5.36,95,0,8,5761801,100.0
16287,3260,1220,56188,100.13,28,0,14,211615,100.0
166598,4992,19295,942760,63.79,55,5,2,4820428,62.37
523,126,30,2736,72.61,127,14,16,9685450,99.73
24951,5594,885,374574,87.27,103,14,9,9179085,38.76
100108,41698,12573,398660,106.11,181,11,8,781678,100.0
77588,27437,11758,317898,54.12,35,9,3,949948,100.0
180580,76370,7022,751796,24.8,145,14,22,4706406,100.0
195000,60437,3276,989192,110.94,9,6,8,7163272,100.0
233190,9973,32063,936627,75.68,105,18,11,3210201,93.68
144408,49902,28064,706464,43.91,65,8,21,8094883,100.0
9162,3816,1207,54260,4.39,117,14,6,454243,100.0
142166,21475,26620,830626,4.11,200,17,8,5724934,84.53
17039,3961,3265,62056,66.82,97,5,19,7228387,100.0
6746,224,466,76674,66.88,20,11,14,9145009,31.76
108068,36085,8690,500204,114.44,155,8,5,8887072,100.0
108099,38783,4173,686145,7.67,78,3,4,6420934,93.36
65204,10909,12701,610198,39.95,68,20,13,3799933,58.86
4585,1147,910,37390,29.72,30,16,22,8333265,76.43
54827,16875,10023,281346,83.51,184,12,1,8068555,100.0
13157,1573,2604,103087,20.36,118,6,17,5107224,61.77
51875,24617,7767,284639,63.61,65,9,18,5836003,100.0
9969,1307,775,209226,63.41,121,9,19,7952178,24.9
146350,21284,16191,762498,117.77,63,19,12,4663798,94.0
69703,18611,2650,785587,62.05,199,14,1,7353395,50.17
78349,27736,13006,604255,19.4,126,0,2,9971894,89.92
114884,15944,5946,543456,66.28,105,15,9,9174618,86.45
35884,1187,4590,123963,49.22,83,10,12,880759,100.0
25507,1894,1092,185894,102.41,175,17,21,6268404,52.28
36879,6294,1031,123637,68.3,48,11,1,6855577,100.0
78453,7144,9302,348412,64.88,183,17,14,9471574,92.05
14236,1198,425,163126,92.21,77,12,17,3757439,35.97
6143,1647,964,77275,68.66,81,0,6,8619135,53.43
31813,6033,5193,960604,110.79,125,5,21,7240754,28.04
85604,42721,4990,836753,90.23,91,12,20,229096,85.01
5693,992,1097,144715,100.19,80,6,13,1520746,30.43
98310,15671,5056,403505,106.61,94,11,10,616379,100.0
23378,9366,4218,106532,66.0,31,20,13,5184855,100.0
190243,84735,6883,660115,12.16,19,1,22,888618,100.0
15938,959,1288,56494,48.86,150,11,8,8820069,95.38
6378,571,956,313257,15.12,175,6,6,9023560,9.7
62168,7018,9658,979349,76.33,32,16,6,4579226,34.89
219859,105827,32081,896879,99.63,116,9,16,2751237,100.0
22917,2315,654,241119,47.69,148,12,16,2013185,35.41
2637,1291,13,51884,43.71,172,6,17,6888824,39.61
20537,4320,1605,888826,17.87,193,19,9,4249094,12.62
23123,2980,3803,113212,101.92,110,19,0,8580007,100.0
12384,1812,2076,98109,81.05,40,9,9,9574009,67.69
48716,7957,6950,905828,108.0,181,2,10,4886122,36.09
19955,7390,1132,267630,54.79,166,6,10,122904,51.18
73111,28906,11485,430615,46.24,34,12,10,1851199,100.0
137917,48786,10752,500999,4.08,99,10,7,8844911,100.0
27748,12999,4216,433472,76.65,82,6,7,5163832,57.75
18289,4303,2964,419530,11.86,75,3,10,4709496,25.46
36551,6443,5684,174572,2.71,176,3,19,9574455,100.0
63263,27028,10060,644597,51.26,92,5,8,2515616,78.39
169976,22128,13242,587094,24.88,56,14,5,7128869,100.0
254778,19485,46296,970006,28.75,132,1,8,2602258,100.0
25889,7889,4653,910914,55.18,53,20,2,9842024,23.69
38978,7305,7555,204316,56.07,29,8,17,1647546,100.0
208205,26501,12281,787930,30.86,128,1,23,8585842,100.0
24632,10628,4402,195721,23.57,168,19,11,3044884,98.7
11093,5043,222,439224,113.35,69,6,2,633654,28.25
39768,13656,340,766205,114.93,14,5,19,7939172,40.03
19951,4737,2704,201615,12.6,194,8,10,5654452,54.6
54872,13848,5514,464780,40.62,182,2,12,935510,66.37
146851,20104,8516,690475,6.96,127,6,22,3020667,81.6
188925,68655,26399,687115,13.5,20,6,19,3678020,100.0
37208,4038,3929,330988,3.43,140,3,20,3197617,43.93
117431,10268,2219,964271,90.34,14,14,18,4574754,45.76
142936,60648,13128,544801,101.99,155,16,19,2998970,100.0
35370,3953,3165,135620,72.81,13,1,8,6587297,100.0
255640,88050,9278,888804,4.25,64,5,13,9898206,100.0
96901,48190,4450,809740,14.37,176,0,12,4204981,89.01
101377,18137,7530,479339,7.65,127,4,18,7999143,92.68
16021,4317,1443,126490,116.04,127,20,11,264688,79.62
39044,18303,2242,404986,52.99,113,12,3,5029775,73.93
58993,8704,374,422644,48.6,17,0,17,6848266,54.03
177135,23032,19509,738515,67.29,200,0,15,5208068,100.0
89228,34549,8421,458445,104.64,31,9,18,1577225,100.0
158222,69452,21025,628570,16.77,120,2,21,5592549,100.0
81372,13095,853,972169,98.39,41,19,23,1465388,40.71
99929,23339,4158,856365,63.08,192,11,11,1201373,60.54
121373,16042,18114,495285,79.83,147,16,6,2415579,100.0
20855,1509,3288,135408,76.76,121,17,18,7970109,67.83
89802,31456,8182,412050,73.1,109,20,8,4851182,100.0
115462,35998,1884,894248,56.49,194,1,17,612457,73.31
16778,1740,2451,564296,101.36,114,5,1,965106,22.42
43284,17926,705,294844,68.49,162,16,17,4329968,98.8
39359,16713,4903,592285,97.68,153,13,15,5933195,57.48
5548,228,294,414797,102.35,64,11,10,5095234,13.99
42905,15534,4899,293448,109.84,8,15,5,1043924,100.0
38098,19047,5613,418954,109.19,167,18,2,7211421,84.62
68841,11738,1075,371241,60.07,190,10,7,5787051,76.88
19416,9198,2343,162077,85.46,64,11,1,6990488,100.0
126957,42549,3397,709322,22.99,25,7,13,4421412,100.0
75461,27328,9414,325465,117.76,65,18,22,8776430,100.0
30298,7220,750,137859,19.95,80,17,11,2183652,100.0
57979,16814,701,210467,64.23,169,4,12,8489696,100.0
43336,14701,6861,289179,95.98,31,13,17,1719404,100.0
81867,39333,13991,473902,55.93,186,14,17,1703383,100.0
59203,18790,6396,301463,20.84,183,12,10,7692779,100.0
81270,7199,4679,599343,38.44,108,10,22,6125211,48.83
72050,16942,9263,299635,41.69,139,12,5,7335708,100.0
39253,15902,2469,972966,65.85,88,0,5,1155235,32.9
88684,15505,4327,331038,7.14,156,4,23,3486856,100.0
71314,4295,8970,924257,13.9,199,11,2,203847,28.75
75636,25983,3396,561976,14.94,89,15,8,8447850,79.18
184732,16953,34984,874341,4.85,36,20,0,5396484,92.14
29939,9733,4023,356454,13.15,29,8,14,4244286,53.88
19894,3750,1637,159237,8.0,10,1,18,1499712,57.05
141147,45904,5282,749414,50.58,76,20,22,9388418,100.0
24701,5310,3609,724747,57.31,13,5,22,6280022,23.61
84905,31826,7544,319264,35.16,13,3,5,7419411,100.0
101259,22795,9950,518631,88.7,160,12,21,3803753,100.0
108662,21625,3213,470744,79.2,101,19,14,3014691,100.0
78146,8331,15061,303520,103.24,175,3,17,5010038,100.0
11509,2664,1112,816369,95.18,127,3,2,8571586,16.62
73094,33417,5669,284956,51.99,58,10,15,4682598,100.0
7625,2919,282,632802,63.4,185,16,20,7247887,13.7
89959,18422,2385,380893,27.75,75,7,0,1642508,100.0
26804,3880,4641,494513,66.7,116,1,23,8890763,32.4
52183,1535,7118,675015,30.84,81,2,11,1794088,28.73
114273,51056,19852,402296,65.71,52,18,16,9704713,100.0
166836,34930,29644,937077,89.47,36,1,14,7032081,100.0
37330,1303,2982,456905,118.1,192,19,19,5078251,35.9
43836,2996,3388,322461,109.59,27,15,4,2884304,55.32
19266,7060,3411,102995,10.27,7,3,17,8420249,100.0
128223,42938,11259,703606,62.19,124,14,7,9752538,100.0
163763,2820,3340,820465,114.17,48,5,16,1503089,57.83
44885,14782,4803,789976,80.05,65,15,11,7674971,42.64
20568,518,3495,89464,15.03,50,7,13,3894760,82.57
23522,6723,2584,581124,90.12,150,9,19,9807564,32.01
48549,5941,1880,272304,64.63,57,5,14,1312009,69.12
43769,17832,3130,176909,49.83,35,9,1,365103,100.0
149443,35090,13074,669380,39.49,139,7,4,4817595,100.0
38018,16323,331,206726,92.67,177,10,2,4695344,100.0
92792,21441,4978,673684,84.02,160,17,10,9053042,73.32
39127,12713,4947,255349,85.16,88,9,14,9562665,100.0
19038,1388,1041,317028,5.92,32,12,17,7957182,19.44
172636,70089,13637,593922,93.52,123,8,10,5482295,100.0
55557,20343,3972,892896,92.12,174,3,3,5742604,47.78
23191,2120,3638,168214,59.01,78,5,18,5183282,62.3
3525,1587,369,136746,93.63,91,6,19,7542427,28.15
85321,10833,9660,682000,54.96,49,10,21,4322981,57.02
41521,6649,7023,188195,54.63,181,5,20,8433269,100.0
16926,306,2021,135354,93.49,184,11,6,7197550,47.82
7542,1449,379,332749,15.39,183,19,1,2041258,11.28
130974,8809,18121,700343,96.59,145,20,22,3241141,79.05
116496,2992,17738,581200,109.75,88,13,4,4064338,79.1
30376,975,1762,820485,44.08,200,5,21,2049277,14.61
108420,24237,5281,937938,5.91,102,14,23,9315795,53.77
176856,71861,12732,868934,95.74,88,19,22,3426026,100.0
63573,6126,12709,894748,17.76,186,4,15,3928265,33.49
183362,37638,31469,944871,40.24,195,11,23,1700027,100.0
67071,32492,8926,256581,115.72,172,20,12,7984046,100.0
98928,33805,17073,361608,88.31,49,8,2,9379259,100.0
95306,28361,3236,343577,63.65,49,13,1,19799,100.0
87210,37496,3537,385384,104.37,126,9,21,6025267,100.0
23900,10436,1438,629113,88.59,164,3,13,3127469,34.76
66865,32445,3583,243439,16.73,182,15,8,2576612,100.0
150784,25916,22259,800831,42.5,101,16,15,4496228,95.11
119133,23849,22699,580236,2.52,83,11,1,8814161,100.0
54123,17125,5423,262535,96.56,102,14,14,7208592,100.0
111485,22590,4727,637649,90.41,154,9,19,5408979,85.0
62138,24406,9275,993330,60.2,42,13,0,1775550,50.1
53791,6664,6356,358565,4.19,63,8,0,1180002,62.3
9184,827,1247,78496,50.07,104,2,6,4206139,50.86
64832,16514,11113,319694,113.41,99,1,13,4709755,100.0
13797,3181,2244,47086,42.1,93,9,15,9465698,100.0
110462,9378,20787,987227,42.28,176,20,2,499237,51.9
25623,5861,3339,900618,86.99,9,3,4,3077824,23.68
17059,5545,815,328513,83.25,22,8,21,6144073,37.45
85080,19986,7168,454566,33.36,16,13,6,4491632,96.56
180,78,21,1765,57.85,23,0,13,5842372,79.26
57610,10393,343,197643,74.08,16,19,7,6336704,100.0
139316,3297,27556,964083,76.18,57,13,22,4868458,61.38
51501,20625,3993,860789,119.44,47,6,17,3848782,51.35
62464,13182,811,382088,77.72,65,11,5,3252330,76.56
195492,29908,17697,906511,67.28,79,1,6,2021976,97.49
139265,59946,23120,492351,116.03,163,6,23,6924060,100.0
29179,8248,5711,612685,65.93,12,10,23,392091,36.57
19347,3226,3038,270754,105.33,89,18,0,2745372,45.15
26980,3857,1623,271322,81.47,121,3,12,8583827,46.74
6516,2035,750,368580,119.12,199,7,18,4309128,22.5
14166,6194,2031,65042,89.94,193,19,6,5133229,100.0
90195,16113,12682,911271,24.76,95,16,16,5082894,50.39
81845,1668,8106,586191,92.88,147,13,9,2517237,50.43
68154,10720,9231,357606,85.19,148,18,8,6328359,95.97
75342,36294,14159,709106,45.84,112,18,12,1510780,91.99
18286,2242,2443,521338,58.88,124,8,15,5007782,20.72
9566,3704,538,150915,116.39,65,11,14,8005013,51.53
78664,14915,9356,274755,54.14,116,16,12,5138465,100.0
222072,85630,39688,962923,20.24,156,1,18,1147197,100.0
8291,1412,1210,272158,112.82,107,10,14,607949,25.9
211374,74528,17915,957750,40.43,30,19,9,5755055,100.0
96003,5777,16435,512991,55.91,24,11,16,222771,78.31
141306,49969,24772,647681,98.33,92,6,16,1558323,100.0
15267,1478,2575,399204,86.78,179,18,4,1115323,24.87
94272,21521,16038,891271,87.83,148,3,0,9388617,67.58
61177,16551,5785,305894,62.32,133,14,0,8599329,100.0
87678,24553,15899,362971,91.85,105,7,15,5136189,100.0
40189,16193,4890,422085,11.64,47,10,9,6242632,67.26
216578,28660,28017,978977,48.49,68,15,3,8657154,99.83
50474,21300,4676,696150,44.99,16,13,17,4491237,54.63
26341,1553,3119,204065,98.03,129,6,15,2103941,54.69
42094,13518,1263,391002,24.47,153,15,6,5887137,60.97
17707,1142,336,109376,111.57,111,12,11,7272198,56.28
148339,4962,1597,566381,2.96,198,16,23,422254,63.55
84360,4332,14901,931645,65.86,19,10,14,6359389,41.34
429,105,29,34751,113.98,144,8,5,6749644,17.51
91013,11291,4573,699525,49.05,12,17,14,8621286,51.97
98383,4183,14701,618050,35.1,169,20,7,6457620,59.95
63398,9659,3542,854380,73.55,158,1,16,4660741,36.61
17431,2929,2795,261288,30.58,40,6,0,5026808,35.63
52303,2808,7528,797825,49.04,43,3,8,4733192,28.61
166468,50819,31345,786355,96.33,83,8,20,9998103,100.0
111590,41293,8896,395258,118.08,107,5,10,9604005,100.0
120408,36482,17661,936258,55.74,49,14,17,6803157,84.41
27095,7235,4553,339917,16.53,199,18,11,5679535,48.93
163793,64513,31124,580260,6.46,57,1,5,2119415,100.0
173895,83209,12360,864800,48.23,23,4,18,9088452,100.0
102258,10921,17744,470483,23.72,108,6,11,3950536,97.34
45335,2925,2971,374226,99.37,63,15,16,6339448,47.94
1182,560,218,33997,105.95,44,6,17,6921604,38.83
27641,4422,5188,135728,71.62,134,3,6,1055908,100.0
156276,10432,29863,586908,3.31,81,15,10,4628295,100.0
38280,16212,6143,190002,43.37,18,20,12,3828341,100.0
1031,326,165,64494,40.95,104,11,10,6351965,14.27
51096,682,5169,549176,76.45,25,10,11,36333,34.55
218019,56839,25365,786815,107.08,67,12,16,1691452,100.0
14214,3911,2189,653204,44.16,171,18,9,3572462,17.27
256922,84935,11897,911761,113.32,155,0,19,8093067,100.0
36437,4936,1332,173006,68.04,117,19,12,6788719,83.23
129382,30354,22993,495667,38.27,69,20,9,832951,100.0
186600,77468,19634,735413,43.08,191,17,11,6047886,100.0
2341,189,338,233651,106.58,115,13,12,7654834,14.56
114273,12961,9910,907220,111.13,73,11,22,4985522,58.78
94068,29691,5379,328862,52.51,70,3,14,6709239,100.0
31956,7021,6059,314701,43.17,70,16,8,3255092,61.38
10700,4554,1863,48122,87.34,115,18,3,2980137,100.0
92699,29752,16243,454051,95.55,25,9,5,8999984,100.0
40920,8388,4469,150356,42.3,46,19,22,885782,100.0
41812,13819,1036,249925,42.7,18,12,4,5746079,96.13
43278,7131,6631,425332,47.44,50,19,2,6527419,53.55
9942,3332,1739,61455,111.28,47,7,9,7425861,100.0
58224,1741,8314,404699,4.07,165,3,18,1487241,48.89
87494,14166,11402,467934,91.76,187,0,12,1272968,95.12
82853,19258,3849,709474,92.59,129,1,17,2917656,63.83
63222,5967,11697,271660,30.54,148,4,18,3193771,100.0
61218,13743,9259,686262,54.26,135,18,23,9253803,53.41
96910,44909,864,432755,35.39,90,10,20,8868238,100.0
90132,44477,4784,684915,92.3,19,9,5,6618752,100.0
83563,40161,12423,659839,98.55,180,6,6,4045969,100.0
112592,24787,21761,744179,11.7,66,16,22,4818636,86.67
51961,6284,9343,923832,22.41,105,19,17,5623042,27.88
20641,3464,1585,687277,84.58,111,11,15,2067428,21.23
9895,4133,503,38572,117.36,190,18,6,6492953,100.0
27500,10377,1882,251694,57.16,134,17,15,3829128,74.4
29499,9773,191,145383,101.69,145,19,18,6456373,100.0
69733,10460,4900,966266,111.12,60,9,5,4376540,40.17
114357,33597,17047,551171,69.33,24,3,6,2717733,100.0
52327,21123,8750,992411,27.47,91,18,17,4401232,41.19
123038,41156,23568,457559,112.28,172,11,13,9997054,100.0
132259,11889,13026,521753,86.37,159,3,4,4465261,100.0
143636,52972,25493,970153,31.63,20,17,16,4159837,100.0
5435,173,281,35750,104.77,37,6,19,9674783,51.62
23686,7974,4016,569099,59.31,35,19,10,4106881,33.56
76775,13998,1761,283022,55.53,63,15,16,9618196,100.0
163729,66930,9491,858181,13.73,177,1,23,5579202,100.0
58763,15160,8544,303557,20.06,60,12,0,2622689,100.0
30751,9030,5371,159591,87.91,147,6,5,8057497,100.0
111585,4389,3211,926601,50.22,40,0,23,160191,36.44
34313,8000,4723,146239,119.11,144,19,8,6337387,100.0
227240,75834,4155,848569,83.07,93,6,3,8169797,100.0
26233,4647,1188,168228,61.6,148,19,1,6087194,70.27
101079,11725,5363,659326,30.93,51,4,0,8514590,57.64
102873,26999,15897,552835,63.31,117,11,9,155475,100.0
39725,8264,3958,272458,24.13,102,14,9,3159293,72.8
34187,8510,2395,211570,75.28,45,1,13,3687114,88.56
58326,1427,5474,312141,22.77,102,17,23,3208631,57.37
75364,18184,1705,369296,41.23,199,15,13,3991548,97.64
146260,23350,17922,977068,49.85,85,16,2,2771237,72.58
5324,1899,1044,80505,11.34,125,16,7,7394987,47.67
6246,380,722,25157,95.29,82,5,4,1395777,95.81
2875,246,304,85787,119.57,54,13,23,8374079,24.18
84368,2184,1799,339617,77.06,119,3,21,4796562,67.79
52673,8320,8487,437996,108.8,168,8,2,2362298,68.46
1722,140,283,23627,101.78,113,4,16,4207299,39.66
204062,99889,36114,981530,80.81,23,4,19,5656107,100.0
34446,1251,1599,560928,108.91,23,14,10,5303689,27.54
9503,548,900,80597,76.5,131,8,16,146144,46.41
26232,12955,4180,468803,15.05,121,18,12,6323452,47.02
91099,28931,15330,327555,68.6,130,9,3,5001947,100.0
129952,51267,7823,450760,105.42,152,18,10,2023739,100.0
58135,3726,4821,392365,71.33,164,19,3,5732962,55.48
52064,18462,4816,447265,45.32,104,3,8,7318674,77.17
103509,33410,4154,698133,106.56,83,16,17,434394,92.63
184482,35643,29893,932757,63.08,45,14,1,89574,100.0
14050,1446,330,59921,20.09,50,11,18,8546762,77.17
39962,8845,4378,974496,8.06,26,2,3,6325324,21.45
22924,7796,3484,143222,78.03,144,0,19,5273813,100.0
34362,14398,264,114955,95.56,52,1,9,9628354,100.0
169146,9859,12965,783844,58.03,33,7,21,6914577,73.94
87314,12250,14389,641528,102.37,59,5,6,1367120,73.37
4873,138,763,183489,76.68,132,8,16,7543764,16.85
56908,2893,9278,572816,5.1,128,3,5,1465442,37.58
112202,32752,9423,909084,77.29,140,18,3,6525089,76.22
9555,1557,185,133207,21.55,188,11,6,4248713,29.23
28706,1949,5433,435732,16.02,47,7,7,6953576,28.6
74959,19900,7049,250130,34.43,128,5,10,9484657,100.0
21024,6134,627,897729,11.21,7,16,22,666185,13.16
104395,13707,4904,558927,55.81,103,0,3,1065286,74.04
86280,41342,2014,848232,51.26,35,1,18,9179310,75.99
26829,7001,994,196373,12.75,24,2,9,4468170,68.05
216366,78175,32354,975493,3.9,70,20,4,1576292,100.0
142884,64913,1737,559207,28.5,190,11,8,5179414,100.0
35229,17188,1198,249780,19.1,48,17,12,7633480,100.0
13708,2136,1953,818577,18.1,110,13,3,3910013,9.56
259768,96375,20409,964096,90.28,53,11,13,3146933,100.0
141358,25164,21079,723980,37.21,182,16,2,3312632,99.37
94104,11815,515,960878,38.8,79,12,20,7833151,36.17
21775,5012,471,386190,65.93,143,15,4,6049859,31.76
50114,21276,6833,703076,94.59,58,19,7,5537991,61.26
35508,619,5173,492239,3.65,114,7,23,5827294,23.93
105946,45928,1239,526726,40.85,195,10,10,485966,100.0
102507,28416,14928,425070,66.09,168,13,3,1827265,100.0
169891,70088,26544,957221,21.1,15,2,3,7125224,100.0
13317,1972,1593,683152,51.97,147,15,6,8335522,13.73
31221,5690,787,208238,16.8,165,7,9,5979484,61.82
174931,53510,29422,651792,102.91,70,8,23,9729279,100.0
56188,17523,2260,279897,24.41,86,19,14,1384463,100.0
137166,18543,5481,624437,117.3,176,14,15,5732686,91.94
68658,11987,11681,611338,103.75,54,5,0,6089432,66.77
185675,47892,31083,629852,81.39,182,14,4,1520119,100.0
151530,62481,16897,784997,109.84,152,16,12,4387086,100.0
81069,877,1971,360714,9.84,61,3,19,9290839,52.46
14739,6405,795,53513,101.65,113,20,14,9567511,100.0
144060,49097,790,924455,72.52,105,4,0,2440730,92.17
53729,5865,7802,742932,82.86,51,8,19,4209641,38.52
598,193,71,56617,26.84,183,20,0,2651312,9.15
90384,9178,14092,366647,19.03,5,6,5,7500440,100.0
