transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,retailer,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,digital_sales_percentage,physical_sales_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,dlc_revenue_usd,shark_card_revenue_usd,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-100478,2014,1,1,Brazil,BRA,South America,Xbox 360,Standard Edition,Physical,Best Buy,1628,19877.88,12.21,59.3,33.1,66.9,924,704,41277,3702,25946,15331,25946,27886.95,62432.45,12.9,33.6,1,New Year Sale,1,4.73,46,4.19,BRL,5.1199,75.0,221.88,203.21,12185.89,Launch,33.9,66.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100410,2014,1,1,Bulgaria,BGR,Europe,Xbox 360,Standard Edition,Physical,Amazon,646,10982.0,17.0,43.3,35.6,64.4,365,281,14785,927,9770,5015,9770,6810.68,16528.62,14.8,52.7,1,New Year Sale,1,4.48,9,3.14,BGN,1.8019,77.8,1.64,7.28,7806.1,Launch,55.0,45.0,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100429,2014,1,1,Cambodia,KHM,Asia,Xbox 360,Premium Edition,Physical,Local Retailer,118,1221.3,10.35,65.5,42.4,57.6,68,50,3052,220,1820,1232,1820,1555.33,3685.35,15.5,46.1,1,New Year Sale,1,4.64,3,4.22,KHR,4074.9246,56.2,0.1,15.16,1078.07,Launch,54.6,45.4,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100476,2014,1,1,Canada,CAN,North America,PS3,Premium Edition,Physical,Local Retailer,2617,34073.34,13.02,56.6,37.1,62.9,1561,1056,56312,4819,34341,21971,34341,23804.2,68406.52,17.7,61.9,1,New Year Sale,1,4.6,67,3.67,CAD,1.3256,95.6,181.43,35.38,53417.93,Launch,55.4,44.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100388,2014,1,1,Canada,CAN,North America,Xbox 360,Criminal Enterprise Starter Pack,Physical,Walmart,2525,44212.75,17.51,41.6,34.7,65.3,1563,962,49824,4156,29456,20368,29456,9270.63,33539.97,15.7,60.5,1,New Year Sale,1,4.42,35,0.1,CAD,1.3262,95.6,177.34,35.38,52212.68,Launch,40.4,59.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100392,2014,1,1,Chile,CHL,South America,PS3,Standard Edition,Physical,Amazon,543,9866.31,18.17,39.4,38.0,62.0,299,244,13948,1225,10460,3488,10460,10827.09,24835.97,16.4,40.9,1,New Year Sale,1,4.78,10,3.45,CLP,899.858,81.4,7.05,17.19,16025.73,Launch,43.6,56.4,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100480,2014,1,1,Chile,CHL,South America,PS3,Standard Edition,Physical,Target,724,13046.48,18.02,39.9,42.5,57.5,394,330,14428,735,8203,6225,8203,5261.3,14773.78,14.5,33.3,1,New Year Sale,1,4.48,14,3.45,CLP,914.1586,81.4,7.1,17.19,16140.3,Launch,40.9,59.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100414,2014,1,1,China,CHN,Asia,Xbox 360,Legacy Edition,Physical,Amazon,5674,79662.96,14.04,53.2,36.3,63.7,3183,2491,94680,7230,62214,32466,62214,26262.55,75933.52,16.8,28.0,1,New Year Sale,1,4.49,118,2.77,CNY,7.0358,78.6,2206.45,1401.25,7570.32,Launch,43.2,56.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100481,2014,1,1,Colombia,COL,South America,PS3,Criminal Enterprise Starter Pack,Physical,Best Buy,620,10521.4,16.97,43.4,43.4,56.6,356,264,14553,1007,10090,4463,10090,4753.18,13120.43,16.6,51.7,1,New Year Sale,1,4.73,10,1.99,COP,3938.9322,75.0,11.34,47.52,8289.46,Launch,56.5,43.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100393,2014,1,1,Colombia,COL,South America,Xbox 360,Standard Edition,Physical,Local Retailer,556,10736.36,19.31,35.6,30.4,69.6,376,180,17583,1316,11723,5860,11723,5382.53,12677.47,17.5,53.7,1,New Year Sale,1,4.71,10,6.69,COP,4078.9158,75.0,11.16,47.52,8152.78,Launch,44.2,55.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100448,2014,1,1,Croatia,HRV,Europe,PS3,Standard Edition,Physical,Target,539,9001.3,16.7,44.3,36.6,63.4,297,242,15698,1212,9510,6188,9510,10823.43,23274.07,15.1,33.8,1,New Year Sale,1,4.64,10,3.21,EUR,0.9011,80.6,1.52,4.25,13931.89,Launch,39.5,60.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100453,2014,1,1,Cyprus,CYP,Europe,Xbox 360,Legacy Edition,Physical,Best Buy,359,5564.5,15.5,48.3,42.8,57.2,214,145,9571,774,6527,3044,6527,4066.64,10587.87,14.7,35.1,1,New Year Sale,1,4.46,5,1.6,EUR,0.8957,81.8,0.38,0.87,27038.83,Launch,49.9,50.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100415,2014,1,1,Czech Republic,CZE,Europe,Xbox 360,Criminal Enterprise Starter Pack,Physical,Local Retailer,1014,12228.84,12.06,59.8,35.9,64.1,563,451,28621,2379,18655,9966,18655,7943.12,22518.83,13.7,32.5,1,New Year Sale,1,4.26,28,6.67,CZK,22.8352,88.2,10.24,10.62,20088.94,Launch,44.9,55.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100406,2014,1,1,Denmark,DNK,Europe,Xbox 360,Legacy Edition,Physical,GameStop,1364,21346.6,15.65,47.8,38.5,61.5,815,549,29854,2580,21117,8737,21117,13480.0,41868.86,18.8,46.3,1,New Year Sale,1,4.46,36,2.7,DKK,6.7994,97.8,18.47,5.66,59997.01,Launch,43.5,56.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100396,2014,1,1,Ecuador,ECU,South America,PS3,Standard Edition,Physical,Local Retailer,176,3630.88,20.63,31.2,37.5,62.5,117,59,4247,232,2709,1538,2709,1157.91,2834.75,13.4,42.0,1,New Year Sale,1,4.49,5,2.97,USD,1.002,65.2,0.97,16.18,6221.21,Launch,49.5,50.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100484,2014,1,1,Ecuador,ECU,South America,Xbox 360,Premium Edition,Physical,Target,170,4088.5,24.05,19.8,41.5,58.5,101,69,4129,282,2359,1770,2359,1640.73,3517.43,12.5,38.0,1,New Year Sale,1,4.68,3,4.41,USD,0.9833,65.2,0.97,16.18,6260.97,Launch,48.5,51.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100454,2014,1,1,Egypt,EGY,Africa,Xbox 360,Standard Edition,Physical,GameStop,945,13806.45,14.61,51.3,40.3,59.7,592,353,15888,867,10752,5136,10752,5867.14,13592.46,16.7,52.7,1,New Year Sale,1,4.64,20,5.71,EGP,31.2162,68.6,13.24,92.0,3458.25,Launch,45.1,54.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100441,2014,1,1,Estonia,EST,Europe,Xbox 360,Standard Edition,Physical,GameStop,519,9072.12,17.48,41.7,39.6,60.4,331,188,11327,751,7188,4139,7188,2728.71,8315.2,17.4,50.0,1,New Year Sale,1,4.63,8,1.5,EUR,0.8904,90.8,0.64,1.31,19120.84,Launch,54.8,45.2,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100467,2014,1,1,Ethiopia,ETH,Africa,Xbox 360,Legacy Edition,Physical,Amazon,299,4341.48,14.52,51.6,35.9,64.1,195,104,8135,666,6063,2072,6063,2902.05,7266.57,16.4,44.1,1,New Year Sale,1,4.49,3,4.26,ETB,56.0168,53.0,0.78,97.06,631.24,Launch,53.3,46.7,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100431,2014,1,1,Fiji,FJI,Oceania,PS3,Standard Edition,Physical,Target,154,3149.3,20.45,31.8,38.8,61.2,93,61,3998,271,2360,1638,2360,1305.65,3278.24,13.5,27.8,1,New Year Sale,1,4.52,3,3.77,FJD,2.2533,65.0,0.03,0.91,4975.22,Launch,37.5,62.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100407,2014,1,1,Finland,FIN,Europe,Xbox 360,Premium Edition,Physical,Local Retailer,1311,16636.59,12.69,57.7,30.3,69.7,805,506,23081,2023,13870,9211,13870,5966.04,13813.83,14.7,43.6,1,New Year Sale,1,4.55,38,5.72,EUR,0.8839,97.0,13.94,5.46,49875.56,Launch,49.3,50.7,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100399,2014,1,1,France,FRA,Europe,PS3,Standard Edition,Physical,Best Buy,3550,73982.0,20.84,30.5,37.1,62.9,2092,1458,93294,5761,64089,29205,64089,41378.53,95019.88,19.6,57.3,1,New Year Sale,1,4.7,39,2.16,EUR,0.8922,91.8,442.64,66.73,43185.17,Launch,51.9,48.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100440,2014,1,1,Georgia,GEO,Asia,Xbox 360,Standard Edition,Physical,Local Retailer,317,6197.35,19.55,34.8,32.9,67.1,211,106,8462,481,6178,2284,6178,5638.95,11383.78,17.8,39.5,1,New Year Sale,1,4.7,7,1.61,GEL,2.6889,75.2,0.28,3.74,4648.28,Launch,39.2,60.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100398,2014,1,1,Germany,DEU,Europe,PS3,Standard Edition,Physical,GameStop,2430,44298.9,18.23,39.2,38.8,61.2,1393,1037,86913,5751,58231,28682,58231,40770.22,103618.18,14.6,33.7,1,New Year Sale,1,4.51,72,3.5,EUR,0.9049,93.6,735.42,81.89,46773.83,Launch,45.3,54.7,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100486,2014,1,1,Germany,DEU,Europe,PS3,Premium Edition,Physical,Local Retailer,4785,78043.35,16.31,45.6,32.1,67.9,2738,2047,106788,6443,69127,37661,69127,30576.87,94547.55,17.5,51.2,1,New Year Sale,1,4.24,55,1.66,EUR,0.8755,93.6,729.28,81.89,46383.45,Launch,49.7,50.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100455,2014,1,1,Ghana,GHA,Africa,PS3,Premium Edition,Physical,Best Buy,450,7920.0,17.6,41.3,41.7,58.3,272,178,10791,541,7310,3481,7310,3539.23,10167.39,17.7,58.2,1,New Year Sale,1,4.45,3,3.63,GHS,12.0899,59.6,1.01,26.29,2008.04,Launch,50.3,49.7,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100458,2014,1,1,Greece,GRC,Europe,PS3,Premium Edition,Physical,Local Retailer,763,16312.94,21.38,28.7,44.2,55.8,431,332,18350,1490,11034,7316,11034,6474.51,19521.64,15.0,53.9,1,New Year Sale,1,4.53,6,2.26,EUR,0.9025,77.0,8.68,11.12,22174.51,Launch,36.9,63.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100419,2014,1,1,Hong Kong,HKG,Asia,PS3,Standard Edition,Physical,Amazon,1652,28133.56,17.03,43.2,34.8,65.2,1115,537,38566,2613,24283,14283,24283,26710.51,60420.17,15.3,41.6,1,New Year Sale,1,4.49,47,1.52,HKD,7.7299,87.0,21.53,7.28,38501.69,Launch,43.1,56.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100459,2014,1,1,Hungary,HUN,Europe,Xbox 360,Legacy Edition,Physical,Walmart,807,11645.01,14.43,51.9,37.4,62.6,451,356,25441,1758,16129,9312,16129,5687.11,16848.46,15.5,47.2,1,New Year Sale,1,4.39,8,3.99,HUF,354.8675,86.4,5.49,10.01,14277.29,Launch,38.7,61.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100409,2014,1,1,Iceland,ISL,Europe,PS3,Standard Edition,Physical,Best Buy,486,8801.46,18.11,39.6,37.6,62.4,311,175,13147,1118,8228,4919,8228,6207.31,18335.47,14.1,53.0,1,New Year Sale,1,4.45,6,4.36,ISK,139.8951,98.0,0.34,0.33,52992.77,Launch,44.7,55.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100413,2014,1,1,India,IND,Asia,Xbox 360,Standard Edition,Physical,GameStop,2049,35017.41,17.09,43.0,36.9,63.1,1300,749,52585,2720,31669,20916,31669,15404.79,37385.29,13.1,36.2,1,New Year Sale,1,4.62,60,2.1,INR,82.6098,60.6,231.14,1265.77,1630.4,Launch,47.2,52.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100472,2014,1,1,Indonesia,IDN,Asia,PS3,Standard Edition,Physical,Amazon,1557,19571.49,12.57,58.1,39.1,60.9,926,631,40379,2242,23154,17225,23154,21593.31,50946.37,15.7,44.6,1,New Year Sale,1,4.66,37,3.62,IDR,15667.4206,57.0,68.23,252.75,3834.42,Launch,48.8,51.2,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100427,2014,1,1,Iraq,IRQ,Asia,PS3,Premium Edition,Physical,Target,362,5958.52,16.46,45.1,32.2,67.8,201,161,9193,590,5827,3366,5827,4008.12,9718.18,13.4,51.3,1,New Year Sale,1,4.6,9,4.28,IQD,1316.9249,56.0,4.27,34.37,6477.45,Launch,45.6,54.4,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100423,2014,1,1,Ireland,IRL,Europe,Xbox 360,Legacy Edition,Physical,Best Buy,840,14834.4,17.66,41.1,38.6,61.4,540,300,22716,1774,16745,5971,16745,10442.86,24433.07,15.0,36.6,1,New Year Sale,1,4.54,18,2.1,EUR,0.8995,91.6,10.8,4.65,48387.09,Launch,50.4,49.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100435,2014,1,1,Israel,ISR,Asia,PS3,Premium Edition,Physical,Walmart,1402,27703.52,19.76,34.1,42.2,57.8,897,505,33247,2310,19329,13918,19329,9285.1,27080.68,18.3,42.5,1,New Year Sale,1,4.64,34,2.17,ILS,3.7453,84.2,17.39,8.19,36867.46,Launch,41.1,58.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100400,2014,1,1,Italy,ITA,Europe,PS3,Legacy Edition,Physical,Target,2391,47389.62,19.82,33.9,41.4,58.6,1588,803,70090,3830,38585,31505,38585,24790.08,72224.86,12.0,31.8,1,New Year Sale,1,4.5,67,5.26,EUR,0.8942,76.8,244.91,60.66,36048.15,Launch,43.1,56.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100417,2014,1,1,Japan,JPN,Asia,PS3,Criminal Enterprise Starter Pack,Physical,Target,3080,62801.2,20.39,32.0,36.0,64.0,1796,1284,111060,7834,74349,36711,74349,38928.61,120993.63,17.4,50.7,1,New Year Sale,1,4.58,69,0.49,JPY,146.5894,94.4,929.83,128.4,41145.97,Launch,46.7,53.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100446,2014,1,1,Jordan,JOR,Asia,PS3,Premium Edition,Physical,Local Retailer,422,8921.08,21.14,29.5,38.0,62.0,247,175,10018,710,6232,3786,6232,2606.74,10167.08,12.6,38.7,1,New Year Sale,1,4.61,5,4.06,JOD,0.7078,71.6,0.57,6.57,4528.52,Launch,51.7,48.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100416,2014,1,1,Kazakhstan,KAZ,Asia,Xbox 360,Standard Edition,Physical,Target,576,9999.36,17.36,42.1,35.2,64.8,354,222,17697,1022,10388,7309,10388,6923.54,21368.05,13.9,43.1,1,New Year Sale,1,4.63,5,3.82,KZT,448.9792,80.4,6.68,17.19,13485.03,Launch,33.7,66.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100421,2014,1,1,Kenya,KEN,Africa,PS3,Standard Edition,Physical,GameStop,745,11234.6,15.08,49.7,38.2,61.8,420,325,13596,1065,8377,5219,8377,5693.34,11694.18,14.6,49.6,1,New Year Sale,1,4.49,9,6.17,KES,129.7129,68.4,1.62,44.48,1418.43,Launch,47.4,52.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100420,2014,1,1,Kuwait,KWT,Asia,Xbox 360,Standard Edition,Physical,Walmart,823,12196.86,14.82,50.6,37.7,62.3,494,329,12783,1125,8460,4323,8460,3868.2,8713.85,15.7,46.7,1,New Year Sale,1,4.42,16,5.4,KWD,0.3015,88.6,5.72,3.44,51935.69,Launch,42.9,57.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100464,2014,1,1,Latvia,LVA,Europe,Xbox 360,Standard Edition,Physical,Target,429,8605.74,20.06,33.1,41.8,58.2,248,181,9863,713,6593,3270,6593,2784.02,7904.4,13.8,36.5,1,New Year Sale,1,4.53,6,3.23,EUR,0.9013,86.4,0.71,2.02,15645.36,Launch,48.7,51.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100449,2014,1,1,Lebanon,LBN,Asia,PS3,Legacy Edition,Physical,GameStop,373,6833.36,18.32,38.9,39.5,60.5,232,141,11235,996,7112,4123,7112,6792.75,16031.41,14.4,29.1,1,New Year Sale,1,4.63,8,3.53,LBP,90273.6281,77.8,0.95,5.96,9950.84,Launch,42.1,57.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100438,2014,1,1,Lithuania,LTU,Europe,PS3,Premium Edition,Physical,Walmart,609,8659.98,14.22,52.6,40.9,59.1,326,283,11792,998,6990,4802,6990,5735.27,15546.4,16.1,56.9,1,New Year Sale,1,4.44,13,2.59,EUR,0.9058,83.6,1.2,2.93,15975.49,Launch,41.2,58.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100444,2014,1,1,Luxembourg,LUX,Europe,Xbox 360,Standard Edition,Physical,Amazon,384,5667.84,14.76,50.8,36.1,63.9,202,182,11750,1002,7978,3772,7978,5874.28,13064.04,15.3,43.9,1,New Year Sale,1,4.58,4,4.68,EUR,0.891,98.0,1.4,0.56,111596.61,Launch,40.1,59.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100471,2014,1,1,Malaysia,MYS,Asia,PS3,Standard Edition,Physical,Best Buy,1314,23560.02,17.93,40.2,34.1,65.9,776,538,39633,1992,24528,15105,24528,25793.57,52564.64,17.6,43.8,1,New Year Sale,1,4.56,20,6.41,MYR,4.5851,83.8,21.69,30.33,11176.45,Launch,47.9,52.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100477,2014,1,1,Mexico,MEX,North America,PS3,Standard Edition,Physical,Best Buy,1623,28954.32,17.84,40.5,34.3,65.7,861,762,29225,1854,21437,7788,21437,11757.22,36488.95,16.3,45.8,1,New Year Sale,1,4.58,33,0.7,MXN,18.1903,69.4,97.32,123.34,11207.39,Launch,49.4,50.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100389,2014,1,1,Mexico,MEX,North America,Xbox 360,Standard Edition,Physical,Walmart,1472,20269.44,13.77,54.1,35.2,64.8,923,549,29854,1652,16477,13377,16477,7767.72,25390.05,14.2,57.1,1,New Year Sale,1,4.4,40,6.06,MXN,18.4223,69.4,95.59,123.34,11008.26,Launch,51.7,48.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100450,2014,1,1,Morocco,MAR,Africa,Xbox 360,Standard Edition,Physical,Local Retailer,995,9731.1,9.78,67.4,41.9,58.1,564,431,16816,845,10305,6511,10305,7946.24,18205.12,17.1,56.8,1,New Year Sale,1,4.47,24,5.72,MAD,10.129,76.2,3.17,33.36,3301.97,Launch,38.0,62.0,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100462,2014,1,1,Myanmar,MMR,Asia,PS3,Standard Edition,Physical,Walmart,245,2440.2,9.96,66.8,43.6,56.4,139,106,5169,339,3042,2127,3042,1780.47,4276.06,15.5,37.2,1,New Year Sale,1,4.53,4,5.81,MMK,2090.5575,57.6,0.66,53.58,1280.75,Launch,51.5,48.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100452,2014,1,1,Nepal,NPL,Asia,PS3,Standard Edition,Physical,Amazon,219,3959.52,18.08,39.7,35.2,64.8,133,86,4642,280,3130,1512,3130,1857.25,4841.67,14.1,50.9,1,New Year Sale,1,4.55,5,0.46,NPR,134.9374,55.0,0.21,28.31,779.91,Launch,45.5,54.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100402,2014,1,1,Netherlands,NLD,Europe,PS3,Standard Edition,Physical,Walmart,1615,38114.0,23.6,21.3,41.0,59.0,1009,606,47333,4244,27679,19654,27679,18095.1,47350.72,16.0,49.9,1,New Year Sale,1,4.53,47,2.91,EUR,0.8834,98.0,78.44,17.19,50930.33,Launch,39.7,60.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100466,2014,1,1,New Zealand,NZL,Oceania,Xbox 360,Premium Edition,Physical,Local Retailer,1500,24645.0,16.43,45.2,42.0,58.0,832,668,31911,1677,21097,10814,21097,9074.82,33560.45,15.2,35.6,1,New Year Sale,1,4.58,36,2.15,NZD,1.6293,93.4,10.39,4.45,40535.38,Launch,51.2,48.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100418,2014,1,1,Nigeria,NGA,Africa,PS3,Standard Edition,Physical,Target,1108,13561.92,12.24,59.2,39.8,60.2,745,363,24124,1456,16602,7522,16602,14064.91,37250.94,15.2,43.1,1,New Year Sale,1,4.39,10,2.89,NGN,903.1202,67.6,24.45,175.91,3102.65,Launch,45.7,54.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100405,2014,1,1,Norway,NOR,Europe,PS3,Standard Edition,Physical,Local Retailer,1565,32849.35,20.99,30.0,39.4,60.6,921,644,47712,3135,27366,20346,27366,13859.96,33499.69,15.1,37.1,1,New Year Sale,1,4.47,24,5.43,NOK,10.4763,98.0,30.01,5.16,100980.43,Launch,47.5,52.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100465,2014,1,1,Oman,OMN,Asia,Xbox 360,Standard Edition,Physical,Local Retailer,461,6458.61,14.01,53.3,37.9,62.1,301,160,9305,683,6909,2396,6909,7181.86,16026.72,15.2,37.5,1,New Year Sale,1,4.48,12,4.53,OMR,0.3845,84.4,1.84,4.04,20322.56,Launch,44.4,55.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100442,2014,1,1,Pakistan,PAK,Asia,Xbox 360,Standard Edition,Physical,GameStop,972,14288.4,14.7,51.0,39.8,60.2,521,451,18516,1331,12986,5530,12986,6704.22,22931.13,14.0,35.1,1,New Year Sale,1,4.31,25,3.25,PKR,279.0145,58.0,8.23,184.0,1398.59,Launch,52.4,47.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100394,2014,1,1,Peru,PER,South America,PS3,Premium Edition,Physical,Best Buy,412,4696.8,11.4,62.0,36.6,63.4,229,183,8286,672,5835,2451,5835,1840.85,6773.26,15.2,49.5,1,New Year Sale,1,4.5,3,5.27,PEN,3.6961,67.8,3.98,30.33,6839.65,Launch,52.9,47.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100482,2014,1,1,Peru,PER,South America,Xbox 360,Standard Edition,Physical,Local Retailer,472,5494.08,11.64,61.2,41.1,58.9,294,178,8731,649,6478,2253,6478,7340.25,14991.75,13.3,32.2,1,New Year Sale,1,4.53,10,5.15,PEN,3.6595,67.8,3.93,30.33,6755.85,Launch,44.9,55.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100428,2014,1,1,Philippines,PHL,Asia,Xbox 360,Standard Edition,Physical,Amazon,954,16132.14,16.91,43.6,39.9,60.1,541,413,26535,1685,17804,8731,17804,10632.02,23285.73,18.4,49.4,1,New Year Sale,1,4.32,18,3.67,PHP,55.8891,75.4,16.95,99.08,2970.88,Launch,49.4,50.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100403,2014,1,1,Poland,POL,Europe,Xbox 360,Premium Edition,Physical,Local Retailer,1772,30655.6,17.3,42.3,36.6,63.4,1070,702,43320,2814,27019,16301,27019,11257.78,36102.2,15.8,47.8,1,New Year Sale,1,4.44,26,2.12,PLN,3.9515,82.4,41.9,38.42,14200.25,Launch,50.9,49.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100443,2014,1,1,Portugal,PRT,Europe,PS3,Premium Edition,Physical,Walmart,1223,23542.75,19.25,35.8,38.1,61.9,765,458,25410,1360,18181,7229,18181,7476.56,27348.35,17.0,38.8,1,New Year Sale,1,4.62,32,2.33,EUR,0.916,78.8,9.65,10.11,21311.79,Launch,41.5,58.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100432,2014,1,1,Qatar,QAT,Asia,PS3,Standard Edition,Physical,Best Buy,1007,13141.35,13.05,56.5,41.5,58.5,567,440,17748,1492,11798,5950,11798,7724.37,17322.93,16.6,43.1,1,New Year Sale,1,4.68,28,4.7,QAR,3.6592,93.4,7.86,2.22,92159.35,Launch,46.7,53.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100426,2014,1,1,Romania,ROU,Europe,Xbox 360,Standard Edition,Physical,Target,509,10118.92,19.88,33.7,39.9,60.1,270,239,19901,1663,13337,6564,13337,9025.84,18547.32,14.9,39.3,1,New Year Sale,1,4.87,5,4.76,RON,4.4246,75.2,8.04,19.71,9802.89,Launch,41.9,58.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100474,2014,1,1,Russia,RUS,Europe,PS3,Premium Edition,Physical,Best Buy,2785,45506.9,16.34,45.5,36.0,64.0,1596,1189,51912,2661,38091,13821,38091,27053.69,68946.19,16.6,47.0,1,New Year Sale,1,4.52,72,0.85,RUB,90.5562,82.6,217.92,145.58,15593.03,Launch,37.4,62.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100425,2014,1,1,Saudi Arabia,SAU,Asia,Xbox 360,Premium Edition,Physical,GameStop,1546,25493.54,16.49,45.0,36.9,63.1,856,690,48219,2607,29791,18428,29791,19566.13,74922.71,17.1,46.0,1,New Year Sale,1,4.67,15,2.47,SAR,3.7778,80.2,58.35,30.33,25051.55,Launch,42.3,57.7,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100457,2014,1,1,Serbia,SRB,Europe,Xbox 360,Standard Edition,Physical,Walmart,502,9136.4,18.2,39.3,39.3,60.7,300,202,14429,1065,10502,3927,10502,7784.01,26335.46,17.0,52.4,1,New Year Sale,1,4.55,12,3.77,RSD,105.3127,79.0,1.24,7.28,5918.81,Launch,43.4,56.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100463,2014,1,1,Singapore,SGP,Asia,PS3,Standard Edition,Physical,Target,1367,26232.73,19.19,36.0,38.2,61.8,863,504,29834,2026,21170,8664,21170,11683.18,40387.73,13.6,34.7,1,New Year Sale,1,4.3,18,5.5,SGD,1.3158,85.0,19.5,5.46,55817.23,Launch,54.4,45.6,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100412,2014,1,1,Slovakia,SVK,Europe,Xbox 360,Standard Edition,Physical,Best Buy,567,9298.8,16.4,45.3,35.7,64.3,360,207,11431,955,7615,3816,7615,5035.08,16827.49,16.6,46.0,1,New Year Sale,1,4.85,15,4.93,EUR,0.8945,88.2,2.52,5.46,18052.77,Launch,51.2,48.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100451,2014,1,1,Slovenia,SVN,Europe,Xbox 360,Standard Edition,Physical,Amazon,566,8925.82,15.77,47.4,40.6,59.4,362,204,12601,1070,7698,4903,7698,3733.18,10549.42,11.2,53.9,1,New Year Sale,1,4.43,15,4.42,EUR,0.9021,85.2,1.44,2.12,23503.42,Launch,43.4,56.6,Winter,New Year Sale,Action-Adventure,Gen7
