model_id,hf_downloads_30d,hf_likes,recorded_at
BAAI/bge-small-en-v1.5,1178388,35,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-small-en,1998112,1,2026-05-19 08:02:26.173196
BAAI/bge-large-en-v1.5,195279,48,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B-FP8,646728,953,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,1432437,847,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,3544773,216,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext,9414291,5852,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,10785213,341,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B-AWQ,1358528,780,2026-05-19 08:02:26.173196
intfloat/e5-mistral-7b-instruct,247651,1066,2026-05-19 08:02:26.173196
intfloat/e5-mistral-7b-instruct,1024438,3,2026-05-19 08:02:26.173196
Qwen/Qwen3-32B-AWQ,3266067,463,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M,215905,1151,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-72B-Instruct-AWQ,200800,25,2026-05-19 08:02:26.173196
unslothai/vram-96,471004,700,2026-05-19 08:02:26.173196
GPTCache/paraphrase-albert-small-v2,2656550,43,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B,217155,77,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,555489,0,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,676212,1284,2026-05-19 08:02:26.173196
TinyLlama/TinyLlama-1.1B-Chat-v1.0,1376550,128,2026-05-19 08:02:26.173196
BAAI/bge-small-en-v1.5,1125934,236,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-0.6b,696818,105,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,1680747,798,2026-05-19 08:02:26.173196
ibm-research/PowerMoE-3b,1424640,1023,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,6172793,60,2026-05-19 08:02:26.173196
mesolitica/llama2-embedding-1b-8k,2370842,8,2026-05-19 08:02:26.173196
arkohut/jina-embeddings-v2-base-en,1690803,0,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,763364,460,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B,17034548,0,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,547068,0,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-small-en,2284837,42,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,17034548,70,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,6172793,341,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct-AWQ,918839,200,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct,1049927,70,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Flash,166816,75,2026-05-19 08:02:26.173196
BAAI/bge-reranker-large,1837591,6535,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,225844,463,2026-05-19 08:02:26.173196
BAAI/bge-base-en-v1.5,676681,3,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,341024,111,2026-05-19 08:02:26.173196
unslothai/vram-24,987476,3,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B,46342929,58,2026-05-19 08:02:26.173196
nreimers/TinyBERT_L-4_H-312_v2,153949,156,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,763364,25,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-72B-Instruct-AWQ,4927203,4090,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-300M,1803105,887,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,2604997,156,2026-05-19 08:02:26.173196
prefeitura-rio/Rio-3.0-Open-Mini,2461463,40,2026-05-19 08:02:26.173196
microsoft/codebert-base,1621097,4090,2026-05-19 08:02:26.173196
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,906476,216,2026-05-19 08:02:26.173196
relik-ie/encoder-e5-small-v2-wikipedia-relations,194203,463,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B,3544773,56,2026-05-19 08:02:26.173196
unslothai/vram-16,1559939,1434,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,1122052,463,2026-05-19 08:02:26.173196
BAAI/bge-large-en,1829023,224,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,372070,1,2026-05-19 08:02:26.173196
sentence-transformers/distilbert-base-nli-mean-tokens,547068,180,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,2215862,3,2026-05-19 08:02:26.173196
meta-llama/Llama-3.1-8B,289932,424,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,117730,67,2026-05-19 08:02:26.173196
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,186112,11,2026-05-19 08:02:26.173196
danielheinz/e5-base-sts-en-de,803244,847,2026-05-19 08:02:26.173196
ntu-spml/distilhubert,372070,1,2026-05-19 08:02:26.173196
distilbert/distilgpt2,2656550,42,2026-05-19 08:02:26.173196
mesolitica/llama2-embedding-1b-8k,404450,472,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3,3544773,117,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Flash,116043,224,2026-05-19 08:02:26.173196
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,7743597,693,2026-05-19 08:02:26.173196
laion/clap-htsat-unfused,381113,0,2026-05-19 08:02:26.173196
BAAI/bge-small-zh,676681,35,2026-05-19 08:02:26.173196
BAAI/bge-large-zh-v1.5,1122052,3,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,696818,11,2026-05-19 08:02:26.173196
facebook/bart-base,1311083,1151,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext,298216,162,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,988481,564,2026-05-19 08:02:26.173196
GPTCache/paraphrase-albert-small-v2,1432437,252,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-Next,3266067,141,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B-Instruct-2507,1228626,341,2026-05-19 08:02:26.173196
facebook/bart-large,860312,613,2026-05-19 08:02:26.173196
prefeitura-rio/Rio-3.0-Open-Mini,4927203,0,2026-05-19 08:02:26.173196
YituTech/conv-bert-base,604144,74,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,189151,798,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B-FP8,1705177,5,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-Instruct-v0.2,1683254,60,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct,2400226,1,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-code,676681,236,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3.2,1683254,484,2026-05-19 08:02:26.173196
kyutai/mimi,7027876,131,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,430141,284,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,166816,19,2026-05-19 08:02:26.173196
Xenova/all-MiniLM-L6-v2,2400226,0,2026-05-19 08:02:26.173196
nvidia/llama-nemotron-embed-1b-v2,9414291,321,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,1683254,117,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,2977158,709,2026-05-19 08:02:26.173196
ibm-research/MoLFormer-XL-both-10pct,2400226,1,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,154676,237,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,1150555,25,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,1872648,1,2026-05-19 08:02:26.173196
moonshotai/Kimi-K2-Instruct-0905,215070,50,2026-05-19 08:02:26.173196
microsoft/unixcoder-base,4662343,68,2026-05-19 08:02:26.173196
unslothai/lambda,372070,58,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,184852,200,2026-05-19 08:02:26.173196
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,3266067,7,2026-05-19 08:02:26.173196
ai-forever/ru-en-RoSBERTa,1024583,10,2026-05-19 08:02:26.173196
google/gemma-3-1b-it,7247240,1369,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,1350880,4786,2026-05-19 08:02:26.173196
BAAI/bge-large-en,6667164,68,2026-05-19 08:02:26.173196
bosonai/hubert_base,208708,460,2026-05-19 08:02:26.173196
ibm-research/PowerMoE-3b,187233,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,4927203,74,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,1680747,3,2026-05-19 08:02:26.173196
naver/splade-cocondenser-ensembledistil,182751,9,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,264688,67,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,154676,25,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,165335,1023,2026-05-19 08:02:26.173196
descript/dac_44khz,155460,3142,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-3B-Instruct,1703817,321,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,1454822,3,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-72B-Instruct-AWQ,803244,3142,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B,2199961,709,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B,2967814,1586,2026-05-19 08:02:26.173196
ntu-spml/distilhubert,305161,60,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,1998112,4090,2026-05-19 08:02:26.173196
ibm-granite/granite-embedding-small-english-r2,676212,68,2026-05-19 08:02:26.173196
laion/larger_clap_general,184852,35,2026-05-19 08:02:26.173196
unslothai/vram-16,1904267,1151,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,4662343,711,2026-05-19 08:02:26.173196
unslothai/vram-96,183775,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-7B,184852,847,2026-05-19 08:02:26.173196
arkohut/jina-embeddings-v2-base-en,2370842,5,2026-05-19 08:02:26.173196
facebook/opt-125m,200800,137,2026-05-19 08:02:26.173196
BAAI/bge-small-en-v1.5,183775,0,2026-05-19 08:02:26.173196
facebook/bart-large,1652161,11,2026-05-19 08:02:26.173196
Xenova/bge-small-en-v1.5,763364,99,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B,3502000,236,2026-05-19 08:02:26.173196
zeroentropy/zembed-1-embedding,182751,37,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,1024583,11,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B-Instruct-2507,234562,19,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B-AWQ,1918677,83,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,116043,1024,2026-05-19 08:02:26.173196
laion/clap-htsat-unfused,944922,48,2026-05-19 08:02:26.173196
Xenova/bge-small-en-v1.5,6172793,0,2026-05-19 08:02:26.173196
Qwen/Qwen2-0.5B-Instruct,175795,1,2026-05-19 08:02:26.173196
nvidia/llama-nemotron-embed-1b-v2,1208461,16,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,555489,40,2026-05-19 08:02:26.173196
kyutai/mimi,2967814,111,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B-AWQ,121722,4069,2026-05-19 08:02:26.173196
bosonai/hubert_base,151137,1151,2026-05-19 08:02:26.173196
Qwen/Qwen3-Embedding-8B,1837591,237,2026-05-19 08:02:26.173196
microsoft/wavlm-base-plus,2706572,28,2026-05-19 08:02:26.173196
ricdomolm/mini-coder-1.7b,9414291,77,2026-05-19 08:02:26.173196
unslothai/vram-80,1432437,630,2026-05-19 08:02:26.173196
nlpai-lab/KURE-v1,1376550,953,2026-05-19 08:02:26.173196
YituTech/conv-bert-base,1038120,847,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-7B,1376550,48,2026-05-19 08:02:26.173196
TinyLlama/TinyLlama-1.1B-Chat-v1.0,944922,736,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,7027876,1,2026-05-19 08:02:26.173196
BAAI/bge-reranker-large,7027876,16,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-1.5B-Instruct,2456622,887,2026-05-19 08:02:26.173196
BAAI/bge-large-zh-v1.5,2967814,847,2026-05-19 08:02:26.173196
BAAI/bge-large-en,555489,0,2026-05-19 08:02:26.173196
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,183775,62,2026-05-19 08:02:26.173196
GPTCache/paraphrase-albert-small-v2,117730,236,2026-05-19 08:02:26.173196
openai-community/gpt2-large,1024438,739,2026-05-19 08:02:26.173196
facebook/hubert-base-ls960,1178388,25,2026-05-19 08:02:26.173196
Qwen/Qwen2-1.5B-Instruct,1837591,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct,247651,162,2026-05-19 08:02:26.173196
meta-llama/Meta-Llama-3-8B-Instruct,1042835,3,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,135726,92,2026-05-19 08:02:26.173196
Xenova/paraphrase-multilingual-MiniLM-L12-v2,1228626,1151,2026-05-19 08:02:26.173196
arkohut/jina-embeddings-v2-base-en,2088725,2,2026-05-19 08:02:26.173196
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,441620,33,2026-05-19 08:02:26.173196
naver/splade-v3,1178388,2134,2026-05-19 08:02:26.173196
unslothai/vram-80,1703817,27,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,2323459,205,2026-05-19 08:02:26.173196
facebook/w2v-bert-2.0,4059743,1434,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-small,116043,86,2026-05-19 08:02:26.173196
relik-ie/encoder-e5-small-v2-wikipedia-relations,236143,25,2026-05-19 08:02:26.173196
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,2400226,798,2026-05-19 08:02:26.173196
unslothai/lambda,208708,4050,2026-05-19 08:02:26.173196
laion/clap-htsat-unfused,897938,201,2026-05-19 08:02:26.173196
prithivida/Splade_PP_en_v2,1803105,56,2026-05-19 08:02:26.173196
BAAI/bge-base-zh-v1.5,803244,64,2026-05-19 08:02:26.173196
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,7705517,92,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-7B,2284837,8,2026-05-19 08:02:26.173196
openai-community/gpt2-large,441620,224,2026-05-19 08:02:26.173196
Qwen/Qwen3-Embedding-4B,336981,191,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-72B-Instruct,4662343,28,2026-05-19 08:02:26.173196
mixedbread-ai/deepset-mxbai-embed-de-large-v1,2215862,162,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large,225844,156,2026-05-19 08:02:26.173196
BAAI/bge-large-en,17034548,162,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,187233,58,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,135726,700,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,1703817,4,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-small,430141,35,2026-05-19 08:02:26.173196
facebook/bart-base,3230234,19,2026-05-19 08:02:26.173196
hmellor/tiny-random-LlamaForCausalLM,1690803,63,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,1714626,19,2026-05-19 08:02:26.173196
Xenova/all-MiniLM-L6-v2,336981,1093,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B,1872648,11,2026-05-19 08:02:26.173196
prefeitura-rio/Rio-3.0-Open-Mini,4728380,613,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B,1311083,0,2026-05-19 08:02:26.173196
IAMJB/RadEvalModernBERT,154676,131,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-small,1918677,105,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,1683254,43,2026-05-19 08:02:26.173196
openai-community/gpt2,1742726,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-14B-Instruct,1150555,110,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,7247240,42,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,547068,180,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,215045,1093,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,1829023,17,2026-05-19 08:02:26.173196
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,1228626,61,2026-05-19 08:02:26.173196
h2oai/h2ovl-mississippi-800m,1680747,1151,2026-05-19 08:02:26.173196
EleutherAI/pythia-160m,9116964,9,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,5959914,61,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,1872648,200,2026-05-19 08:02:26.173196
openai-community/gpt2-large,167628,205,2026-05-19 08:02:26.173196
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,1690803,680,2026-05-19 08:02:26.173196
facebook/hubert-base-ls960,4728380,564,2026-05-19 08:02:26.173196
unslothai/other,195382,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B,676212,3,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M,696818,1066,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-300M,7743597,205,2026-05-19 08:02:26.173196
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,1217333,406,2026-05-19 08:02:26.173196
BAAI/bge-base-en,1872648,252,2026-05-19 08:02:26.173196
moonshotai/Kimi-K2-Instruct-0905,3924613,9,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,1027949,680,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-32B-Instruct-AWQ,3875174,17,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,2489603,216,2026-05-19 08:02:26.173196
datajuicer/LLaMA-1B-dj-refine-150B,676212,28,2026-05-19 08:02:26.173196
zai-org/GLM-5-FP8,341024,0,2026-05-19 08:02:26.173196
openai-community/gpt2-large,151137,38,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-2d-large-v1,3230234,472,2026-05-19 08:02:26.173196
h2oai/h2ovl-mississippi-800m,3607610,37,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,988830,205,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-2d-large-v1,944922,162,2026-05-19 08:02:26.173196
BAAI/bge-base-en,2489603,1410,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-small,4641934,321,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,4641934,68,2026-05-19 08:02:26.173196
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,215905,35,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,2489603,28,2026-05-19 08:02:26.173196
microsoft/codebert-base,3027273,711,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B-FP8,1803105,68,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B-AWQ,186481,7,2026-05-19 08:02:26.173196
DeepPavlov/rubert-base-cased,510062,1142,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-72B-Instruct,3607610,252,2026-05-19 08:02:26.173196
h2oai/h2ovl-mississippi-2b,184852,4,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Pro,1300634,1586,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,857251,664,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B-FP8,4289450,4522,2026-05-19 08:02:26.173196
unsloth/Qwen3-Coder-Next-GGUF,3274617,4,2026-05-19 08:02:26.173196
voyageai/voyage-4-nano,7248761,162,2026-05-19 08:02:26.173196
unslothai/vram-24,1125934,1093,2026-05-19 08:02:26.173196
facebook/hubert-base-ls960,1125934,6535,2026-05-19 08:02:26.173196
BAAI/bge-base-zh-v1.5,4662343,4050,2026-05-19 08:02:26.173196
Qwen/Qwen2-1.5B-Instruct,336981,128,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B,2489603,2,2026-05-19 08:02:26.173196
BAAI/bge-small-en-v1.5,155460,1,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct,2400226,68,2026-05-19 08:02:26.173196
unslothai/repeat,944922,0,2026-05-19 08:02:26.173196
unslothai/vram-40,957543,42,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,2088725,205,2026-05-19 08:02:26.173196
facebook/hubert-base-ls960,872829,105,2026-05-19 08:02:26.173196
facebook/w2v-bert-2.0,7743597,472,2026-05-19 08:02:26.173196
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,5959914,37,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,696818,459,2026-05-19 08:02:26.173196
voyageai/voyage-4-nano,1232487,44,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1-0528,167628,460,2026-05-19 08:02:26.173196
ibm-granite/granite-embedding-small-english-r2,3230234,463,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Pro,849500,1093,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,1703817,1,2026-05-19 08:02:26.173196
microsoft/unixcoder-base,2215862,42,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-Next,1038120,10,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,14636266,86,2026-05-19 08:02:26.173196
google/gemma-3-1b-it,3875174,97,2026-05-19 08:02:26.173196
BAAI/bge-multilingual-gemma2,1228626,693,2026-05-19 08:02:26.173196
mesolitica/llama2-embedding-1b-8k,2323459,1066,2026-05-19 08:02:26.173196
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,372070,110,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large,165335,630,2026-05-19 08:02:26.173196
unslothai/vram-40,1232487,664,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,1150555,622,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,289932,0,2026-05-19 08:02:26.173196
unslothai/vram-40,1440477,331,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,183775,191,2026-05-19 08:02:26.173196
dphn/dolphin-2.9.1-yi-1.5-34b,1996702,3243,2026-05-19 08:02:26.173196
BAAI/bge-large-en-v1.5,3027273,630,2026-05-19 08:02:26.173196
YituTech/conv-bert-base,1621097,6,2026-05-19 08:02:26.173196
DeepPavlov/rubert-base-cased,236143,7,2026-05-19 08:02:26.173196
Xenova/multilingual-e5-small,514884,664,2026-05-19 08:02:26.173196
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,2215862,58,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,4662343,25,2026-05-19 08:02:26.173196
relik-ie/encoder-e5-small-v2-wikipedia-relations,1178388,200,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-0.6b,1559939,9,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-14B-Instruct,2199961,6535,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,1217333,0,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-Instruct-v0.2,186112,0,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7247240,1586,2026-05-19 08:02:26.173196
BAAI/bge-large-zh-v1.5,234562,2134,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Pro,430141,0,2026-05-19 08:02:26.173196
llamafactory/tiny-random-Llama-3,1358528,664,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,1359486,141,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B,154676,42,2026-05-19 08:02:26.173196
nvidia/DeepSeek-R1-0528-NVFP4-v2,1837591,75,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-small-en,5959914,1024,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1,1333057,201,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B,184852,20,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-small,3502000,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-14B-Instruct,253286,5,2026-05-19 08:02:26.173196
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,7705517,61,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,957543,4786,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,4728380,736,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,215045,1151,2026-05-19 08:02:26.173196
DeepPavlov/rubert-base-cased,132725,67,2026-05-19 08:02:26.173196
BAAI/bge-small-en-v1.5,151137,97,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,510062,2,2026-05-19 08:02:26.173196
facebook/hubert-base-ls960,897938,99,2026-05-19 08:02:26.173196
Qwen/Qwen3-1.7B,215070,1434,2026-05-19 08:02:26.173196
unslothai/vram-96,1650353,77,2026-05-19 08:02:26.173196
meta-llama/Meta-Llama-3-8B-Instruct,588908,3,2026-05-19 08:02:26.173196
unslothai/other,1211359,86,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,897938,0,2026-05-19 08:02:26.173196
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,4728380,1,2026-05-19 08:02:26.173196
jinaai/jina-clip-v2,1125934,137,2026-05-19 08:02:26.173196
unslothai/vram-80,4728380,16,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Pro,2706572,224,2026-05-19 08:02:26.173196
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,1311083,940,2026-05-19 08:02:26.173196
zeroentropy/zembed-1-embedding,483095,61,2026-05-19 08:02:26.173196
openai-community/gpt2,1336642,43,2026-05-19 08:02:26.173196
ibm-granite/granite-embedding-small-english-r2,1082778,3,2026-05-19 08:02:26.173196
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,13480118,598,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-nano,3607610,162,2026-05-19 08:02:26.173196
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,1714626,2385,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,1872648,321,2026-05-19 08:02:26.173196
EleutherAI/pythia-160m,906476,28,2026-05-19 08:02:26.173196
sentence-transformers/distilbert-base-nli-mean-tokens,195279,17,2026-05-19 08:02:26.173196
openai-community/gpt2-large,1621097,625,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M,175795,2,2026-05-19 08:02:26.173196
sonoisa/sentence-bert-base-ja-mean-tokens,6172793,1093,2026-05-19 08:02:26.173196
