id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or,size_tier,context_tier,age_days,org_type,is_instruct,has_code_focus
jinaai/jina-clip-v2,jinaai/jina-clip-v2,jinaai,Qwen,2024-10-08 14:34:45,transformer,7.0,131072.0,True,False,False,cc-by-nc-4.0,jinaai/jina-clip-v2,"['transformers', 'pytorch', 'onnx', 'safetensors', 'jina_clip', 'feature-extraction', 'xlm-roberta', 'eva02', 'clip', 'sentence-similarity', 'retrieval', 'multimodal', 'multi-modal', 'crossmodal', 'cross-modal', 'mteb', 'clip-benchmark', 'vidore', 'sentence-transformers', 'transformers.js', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'base_model:jinaai/xlm-roberta-flash-implementation', 'base_model:quantized:jinaai/xlm-roberta-flash-implementation', 'license:cc-by-nc-4.0', 'region:eu']",False,xxlarge,very_long,587,startup_or_community,False,False
farbodtavakkoli/OTel-Embedding-109M,farbodtavakkoli/OTel-Embedding-109M,farbodtavakkoli,Qwen,2026-02-02 10:27:57,transformer,7.0,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-109M,"['safetensors', 'mpnet', 'telecom', 'telecommunications', 'gsma', 'fine-tuned', 'feature-extraction', 'en', 'base_model:sentence-transformers/all-mpnet-base-v2', 'base_model:finetune:sentence-transformers/all-mpnet-base-v2', 'license:apache-2.0', 'region:us']",False,xxlarge,very_long,105,startup_or_community,False,False
unslothai/vram-80,unslothai/vram-80,unslothai,Qwen,2024-07-07 17:04:16,transformer,7.0,131072.0,True,False,False,apache-2.0,unslothai/vram-80,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,680,startup_or_community,False,False
descript/dac_44khz,descript/dac_44khz,descript,Qwen,2024-06-18 15:33:20,transformer,7.0,131072.0,True,False,False,apache-2.0,descript/dac_44khz,"['transformers', 'safetensors', 'dac', 'feature-extraction', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,699,startup_or_community,False,False
naver/splade-v3,naver/splade-v3,naver,Qwen,2024-03-08 15:40:21,transformer,7.0,131072.0,True,False,False,cc-by-nc-sa-4.0,naver/splade-v3,"['sentence-transformers', 'pytorch', 'bert', 'splade', 'sparse-encoder', 'sparse', 'feature-extraction', 'en', 'license:cc-by-nc-sa-4.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,801,startup_or_community,False,False
arkohut/jina-embeddings-v2-base-en,arkohut/jina-embeddings-v2-base-en,arkohut,Qwen,2024-11-19 17:18:48,transformer,7.0,131072.0,True,False,False,apache-2.0,arkohut/jina-embeddings-v2-base-en,"['sentence-transformers', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'custom_code', 'en', 'dataset:allenai/c4', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:us']",False,xxlarge,very_long,545,startup_or_community,False,False
microsoft/unixcoder-base,microsoft/unixcoder-base,microsoft,Qwen,2022-03-23 05:47:38,transformer,7.0,131072.0,True,False,False,apache-2.0,microsoft/unixcoder-base,"['transformers', 'pytorch', 'roberta', 'feature-extraction', 'en', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,1518,big_tech,False,True
prithivida/Splade_PP_en_v2,prithivida/Splade_PP_en_v2,prithivida,Qwen,2024-03-13 15:10:07,transformer,7.0,131072.0,True,False,False,apache-2.0,prithivida/Splade_PP_en_v2,"['sentence-transformers', 'pytorch', 'onnx', 'bert', 'splade++', 'document-expansion', 'sparse representation', 'bag-of-words', 'passage-retrieval', 'knowledge-distillation', 'document encoder', 'sparse-encoder', 'sparse', 'splade', 'feature-extraction', 'en', 'dataset:ms_marco', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,796,startup_or_community,True,False
ncbi/MedCPT-Article-Encoder,ncbi/MedCPT-Article-Encoder,ncbi,Qwen,2023-10-24 22:55:47,transformer,7.0,131072.0,True,False,False,other,ncbi/MedCPT-Article-Encoder,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,937,startup_or_community,False,True
binedge/Qwen3-Embedding-0.6B-FP8,binedge/Qwen3-Embedding-0.6B-FP8,binedge,Qwen,2026-04-19 10:15:45,transformer,0.6,131072.0,True,False,False,apache-2.0,binedge/Qwen3-Embedding-0.6B-FP8,"['transformers', 'safetensors', 'qwen3', 'feature-extraction', 'fp8', 'compressed-tensors', 'llm-compressor', 'quantized', 'text-embeddings', 'sentence-similarity', 'base_model:Qwen/Qwen3-Embedding-0.6B', 'base_model:quantized:Qwen/Qwen3-Embedding-0.6B', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,tiny,very_long,29,startup_or_community,False,False
bosonai/hubert_base,bosonai/hubert_base,bosonai,Qwen,2025-07-19 20:44:10,transformer,7.0,131072.0,True,False,False,apache-2.0,bosonai/hubert_base,"['transformers', 'safetensors', 'hubert', 'feature-extraction', 'speech', 'audio', 'higgs-audio', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,303,startup_or_community,False,False
Qwen/Qwen3-1.7B,deepseek-ai/DeepSeek-V4-Pro,ncbi,Qwen,2025-07-31 08:14:11,transformer,7.720793183497232,131072.0,True,False,False,llama3,meta-llama/Meta-Llama-3-8B-Instruct,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-text-to-text', 'AWQ', 'vLLM', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-VL-30B-A3B-Instruct', 'base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct', 'license:apache-2.0', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,ibm-granite/granite-embedding-small-english-r2,mistralai,Llama,2023-10-03 11:01:00,transformer,7.35034274964168,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.3-70B-Instruct,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'zh', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,680,startup_or_community,True,False
allenai/specter2_base,facebook/bart-base,apple,Qwen,2026-04-22 06:04:20,transformer,6.24614342425973,131072.0,True,False,False,other,deepseek-ai/DeepSeek-V4-Pro,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-text-to-text', 'AWQ', 'vLLM', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-VL-30B-A3B-Instruct', 'base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct', 'license:apache-2.0', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,1518,big_tech,False,False
Qwen/Qwen2.5-32B-Instruct-AWQ,ibm-research/MoLFormer-XL-both-10pct,unslothai,Qwen,2023-08-02 07:11:51,transformer,5.5600837653648565,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v5-text-nano,"['sentence-transformers', 'pytorch', 'safetensors', 'llama_bidirec', 'feature-extraction', 'text', 'text-embeddings', 'retrieval', 'semantic-search', 'transformers', 'custom_code', 'multilingual', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xlarge,very_long,384,startup_or_community,False,False
laion/larger_clap_general,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,BAAI,Qwen,2022-03-02 23:29:05,transformer,29.892285324554297,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.2-1B,"['sentence-transformers', 'pytorch', 'bert', 'splade', 'query-expansion', 'document-expansion', 'bag-of-words', 'passage-retrieval', 'knowledge-distillation', 'sparse-encoder', 'sparse', 'feature-extraction', 'en', 'dataset:ms_marco', 'license:cc-by-nc-sa-4.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,169,startup_or_community,True,False
openai/gpt-oss-20b,deepseek-ai/DeepSeek-V2-Lite-Chat,h2oai,Qwen,2026-04-19 10:15:45,transformer,7.698665341955269,131072.0,True,False,False,llama3.3,Qwen/Qwen3-Coder-30B-A3B-Instruct,"['transformers', 'pytorch', 'wavlm', 'feature-extraction', 'speech', 'en', 'deploy:azure', 'region:us']",False,medium,very_long,555,startup_or_community,False,False
BAAI/bge-reranker-large,nvidia/llama-nemotron-embed-1b-v2,Qwen,Llama,2023-10-24 22:57:48,transformer,6.637802891898661,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-1.7B,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,tiny,very_long,600,startup_or_community,False,False
hmellor/tiny-random-LlamaForCausalLM,nvidia/Kimi-K2.5-NVFP4,h2oai,Qwen,2025-07-28 07:31:27,transformer,29.907186102623577,131072.0,True,False,False,apache-2.0,ricdomolm/mini-coder-1.7b,"['transformers', 'safetensors', 'bert', 'feature-extraction', 'custom_code', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,large,very_long,1190,startup_or_community,False,False
zeroentropy/zembed-1-embedding,openai-community/gpt2-large,nvidia,Qwen,2023-09-20 13:03:50,transformer,29.554147970808714,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V3.2,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xlarge,very_long,600,startup_or_community,False,False
Xenova/paraphrase-multilingual-MiniLM-L12-v2,Qwen/Qwen2.5-3B-Instruct,Qwen,Qwen,2024-07-17 07:51:35,transformer,7.246678239294477,131072.0,True,False,False,mit,jinaai/jina-embeddings-v5-text-nano,"['sentence-transformers', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'custom_code', 'en', 'dataset:allenai/c4', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:us']",False,xxlarge,very_long,714,big_tech,True,False
Qwen/Qwen2.5-7B-Instruct-AWQ,mistralai/Mistral-7B-Instruct-v0.2,Qwen,Qwen,2025-07-31 08:14:11,transformer,1.5396716636624026,131072.0,True,False,False,gemma,OrdalieTech/Solon-embeddings-large-0.1,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'gguf', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,714,startup_or_community,False,False
arkohut/jina-embeddings-v2-base-en,naver/splade-v3,cambridgeltl,Qwen,2026-05-01 01:26:06,transformer,6.805858173488965,131072.0,True,False,False,apache-2.0,unsloth/Qwen3-Coder-Next-GGUF,"['sentence-transformers', 'safetensors', 'gemma2', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'license:gemma', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,913,startup_or_community,False,False
nvidia/Kimi-K2.5-NVFP4,ncbi/MedCPT-Article-Encoder,unslothai,Llama,2024-07-07 17:01:10,transformer,1.8978290083833933,131072.0,True,False,False,other,ibm-research/PowerMoE-3b,"['transformers', 'tensorboard', 'onnx', 'safetensors', 'llama', 'text-generation', 'transformers.js', 'conversational', 'en', 'base_model:HuggingFaceTB/SmolLM2-135M', 'base_model:quantized:HuggingFaceTB/SmolLM2-135M', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,980,startup_or_community,False,False
meta-llama/Llama-3.1-8B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,danielheinz,Qwen,2022-03-02 23:29:05,transformer,7.7139914952160735,131072.0,True,False,False,apache-2.0,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'pytorch', 'tf', 'hubert', 'feature-extraction', 'speech', 'en', 'dataset:librispeech_asr', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,large,very_long,608,startup_or_community,True,False
Qwen/Qwen3Guard-Gen-0.6B,nlpai-lab/KURE-v1,microsoft,Qwen,2024-04-17 09:35:12,transformer,6.110072662817545,131072.0,True,False,False,llama3.2,Qwen/Qwen2.5-0.5B,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B', 'base_model:finetune:Qwen/Qwen2.5-72B', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,50,startup_or_community,False,False
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Xenova/paraphrase-multilingual-MiniLM-L12-v2,microsoft,Qwen,2023-09-13 15:48:17,transformer,7.945927002510114,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-8B,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,medium,very_long,1052,startup_or_community,True,False
Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen2.5-0.5B-Instruct,mixedbread-ai,Qwen,2025-12-06 06:00:45,transformer,30.223197667854006,131072.0,True,False,False,other,Qwen/Qwen2.5-32B-Instruct-AWQ,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:1879136', 'loss:CachedGISTEmbedLoss', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,387,startup_or_community,False,False
Qwen/Qwen3-0.6B-FP8,ragavsachdeva/magi,openai-community,Qwen,2026-05-01 01:26:06,transformer,6.08736973292566,131072.0,True,False,False,other,facebook/opt-125m,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,1054,startup_or_community,False,False
microsoft/wavlm-base-plus,binedge/Qwen3-Embedding-0.6B-FP8,naver,Llama,2024-09-16 11:56:10,transformer,8.331739905565023,131072.0,True,False,False,mit,unslothai/vram-48,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'mteb', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,857,startup_or_community,True,False
unslothai/vram-24,BAAI/bge-multilingual-gemma2,nm-testing,Qwen,2024-09-16 11:56:31,transformer,6.9050255309419954,131072.0,True,False,False,apache-2.0,YituTech/conv-bert-base,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False,xxlarge,very_long,658,startup_or_community,False,False
unslothai/vram-40,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,trl-internal-testing,Qwen,2022-03-02 23:29:04,mixture-of-experts,5.530148378537461,131072.0,True,False,False,llama3.2,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-14B', 'base_model:quantized:Qwen/Qwen3-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,45,big_tech,True,False
deepseek-ai/DeepSeek-V4-Flash,intfloat/multilingual-e5-large,moonshotai,Qwen,2022-03-02 23:29:05,transformer,6.465841470373402,131072.0,True,False,False,apache-2.0,BAAI/bge-large-en-v1.5,"['transformers', 'safetensors', 'xlm-roberta', 'feature-extraction', 'de', 'dataset:deutsche-telekom/ger-backtrans-paraphrase', 'dataset:paws-x', 'dataset:stsb_multi_mt', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,978,startup_or_community,False,False
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,Qwen/Qwen3-14B,BAAI,Llama,2024-11-25 15:06:15,transformer,6.279646327761467,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V4-Flash,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-0.6B-Base', 'base_model:finetune:Qwen/Qwen3-0.6B-Base', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,608,startup_or_community,True,False
BAAI/bge-small-zh,relik-ie/relik-reader-deberta-v3-small-re-wikipedia,meta-llama,Qwen,2023-12-09 09:42:17,transformer,6.484391119759293,131072.0,True,False,False,apache-2.0,HuggingFaceTB/SmolLM2-135M,"['sentence-transformers', 'pytorch', 'safetensors', 'mistral', 'feature-extraction', 'mteb', 'transformers', 'en', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,674,big_tech,False,False
microsoft/Phi-4-mini-instruct,naver/splade-v3,Qwen,Qwen,2025-06-03 14:31:33,transformer,6.663300416513762,131072.0,True,False,False,apache-2.0,nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'gemma3', 'gemma', 'google', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,579,startup_or_community,False,False
llamafactory/tiny-random-Llama-3,Xenova/bge-base-en-v1.5,nvidia,GPT,2024-11-09 12:45:09,transformer,0.5,131072.0,True,False,False,mit,BAAI/bge-large-en,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-4B-Base', 'base_model:finetune:Qwen/Qwen3-4B-Base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,851,startup_or_community,False,False
ricdomolm/mini-coder-1.7b,Qwen/Qwen2.5-7B-Instruct-AWQ,microsoft,Qwen,2024-07-12 06:45:32,transformer,6.776885570882712,131072.0,True,False,False,apache-2.0,Qwen/Qwen2-0.5B-Instruct,"['transformers', 'safetensors', 'gpt_oss', 'text-generation', 'vllm', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', '8-bit', 'mxfp4', 'deploy:azure', 'region:us']",False,xxlarge,very_long,387,startup_or_community,True,False
ncbi/MedCPT-Article-Encoder,Xenova/multilingual-e5-small,facebook,Qwen,2025-12-06 06:00:45,transformer,6.926270641206747,131072.0,True,False,False,llama3.2,deepseek-ai/DeepSeek-R1,"['transformers', 'pytorch', 'clap', 'feature-extraction', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,69,startup_or_community,True,False
ricdomolm/mini-coder-1.7b,dphn/dolphin-2.9.1-yi-1.5-34b,Qwen,Qwen,2024-07-07 16:55:01,transformer,7.44425334511873,131072.0,True,False,False,apache-2.0,BAAI/bge-large-en,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'gemma3', 'gemma', 'google', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,676,startup_or_community,False,False
Qwen/Qwen3-Coder-Next,microsoft/wavlm-large,Qwen,DeepSeek,2025-07-21 21:33:03,transformer,6.435460362386103,131072.0,True,False,False,gemma,microsoft/harrier-oss-v1-0.6b,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,small,very_long,564,startup_or_community,False,False
distilbert/distilgpt2,unslothai/1,ragavsachdeva,Qwen,2024-03-08 15:40:21,transformer,7.893206237280541,131072.0,True,False,False,llama3.2,deepseek-ai/DeepSeek-V3,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-4B-Base', 'base_model:finetune:Qwen/Qwen3-4B-Base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,286,startup_or_community,False,False
Qwen/Qwen3Guard-Gen-0.6B,Qwen/Qwen2.5-7B-Instruct-AWQ,microsoft,Qwen,2023-09-12 07:39:18,transformer,0.5,131072.0,True,False,False,apache-2.0,intfloat/multilingual-e5-large-instruct,"['sentence-transformers', 'pytorch', 'safetensors', 'llama_bidirec', 'feature-extraction', 'text', 'text-embeddings', 'retrieval', 'semantic-search', 'transformers', 'custom_code', 'multilingual', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,medium,very_long,662,startup_or_community,False,False
intfloat/multilingual-e5-large-instruct,microsoft/unixcoder-base,Qwen,Qwen,2024-06-07 17:30:09,transformer,1.5652224823515382,131072.0,True,False,False,mit,mixedbread-ai/mxbai-embed-2d-large-v1,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-8B-Base', 'base_model:finetune:Qwen/Qwen3-8B-Base', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,303,startup_or_community,True,False
YituTech/conv-bert-base,Qwen/Qwen2.5-0.5B,dphn,Qwen,2024-09-18 15:19:20,transformer,8.242827721834827,131072.0,True,False,False,apache-2.0,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,large,very_long,980,startup_or_community,True,False
zeroentropy/zembed-1-embedding,Qwen/Qwen3-30B-A3B,binedge,Qwen,2022-03-23 05:47:38,transformer,6.865862909195265,131072.0,True,False,False,mit,facebook/bart-base,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'quantized', 'NVFP4', 'nvfp4', 'gemma4-26b-A4B-it', 'text-generation', 'conversational', 'base_model:google/gemma-4-26B-A4B-it', 'base_model:quantized:google/gemma-4-26B-A4B-it', 'license:apache-2.0', '8-bit', 'modelopt', 'region:us']",False,large,very_long,1538,startup_or_community,True,False
Xenova/multilingual-e5-small,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen,Qwen,2022-03-02 23:29:04,transformer,7.146320405053156,131072.0,True,False,False,apache-2.0,cambridgeltl/SapBERT-from-PubMedBERT-fulltext,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,small,very_long,680,startup_or_community,False,False
farbodtavakkoli/OTel-Embedding-300M,Qwen/Qwen3-0.6B-FP8,moonshotai,Qwen,2026-03-30 07:20:02,transformer,6.2679097477934675,131072.0,True,False,False,other,Xenova/all-MiniLM-L6-v2,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-32B', 'base_model:quantized:Qwen/Qwen3-32B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,small,very_long,98,startup_or_community,True,False
EleutherAI/pythia-160m,openai-community/gpt2-large,Qwen,Qwen,2024-10-09 14:51:45,transformer,6.612932749720215,131072.0,True,False,False,apache-2.0,h2oai/h2ovl-mississippi-800m,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:finetune:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,609,startup_or_community,False,False
meta-llama/Llama-3.2-3B,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,nvidia,Phi,2024-09-17 13:56:58,transformer,9.185655900002542,131072.0,True,False,False,apache-2.0,google/gemma-3-270m,"['safetensors', 'llama', 'llama-3', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.2-1B-Instruct', 'base_model:quantized:meta-llama/Llama-3.2-1B-Instruct', 'license:llama3.2', 'compressed-tensors', 'region:us']",False,xxlarge,very_long,680,startup_or_community,False,False
BAAI/bge-small-en,Qwen/Qwen3-Embedding-0.6B,unslothai,Qwen,2026-01-22 09:42:12,transformer,7.566087005286271,131072.0,True,False,False,llama3.2,ncbi/MedCPT-Article-Encoder,"['transformers', 'safetensors', 'deepseek_v4', 'text-generation', 'conversational', 'license:mit', 'eval-results', 'endpoints_compatible', '8-bit', 'fp8', 'region:us']",False,xxlarge,very_long,108,big_tech,False,False
meta-llama/Llama-3.2-1B,Qwen/Qwen3-4B-Instruct-2507,BAAI,Mistral,2024-06-03 09:08:12,transformer,7.316550575103028,131072.0,True,False,False,apache-2.0,facebook/hubert-base-ls960,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'de', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:eu']",False,xxlarge,very_long,978,startup_or_community,False,False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,danielheinz/e5-base-sts-en-de,facebook,Qwen,2023-05-15 14:05:07,transformer,5.534284356508074,131072.0,True,False,False,llama3.1,naver/splade-cocondenser-ensembledistil,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:1879136', 'loss:CachedGISTEmbedLoss', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,385,startup_or_community,True,False
Qwen/Qwen3-1.7B,intfloat/e5-mistral-7b-instruct,OrdalieTech,Qwen,2026-02-02 10:27:57,transformer,6.458122119952696,131072.0,True,False,False,mit,unslothai/vram-24,"['transformers', 'safetensors', 'llama', 'text-generation', 'conversational', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,387,startup_or_community,False,False
